name,legal_name,org_number,city,revenue,employees,emails,phone,website,sni2,sni_codes,registration_date,company_age_years,share_capital,priority_score
SCLL Transport AB,SCLL Transport AB,556874-3974,Örebro,4444,6.0,[],076-856 70 73,https://www.abus.com/se/Konsument/Laas-foer-cyklar/STEEL-O-FLEX-CYKELLAAS/Tresorflex-6615C,45,"['45110 Handel med personbilar och lätta motorfordon', '49320 Taxitrafik', '45201 Allmän service och reparation av motorfordon utom motorcyklar']",2011-12-05,13.8,50.0,0.234
Chatila Focusinvest AB,Chatila Focusinvest AB,556489-1405,Örebro,4444,1.0,[],019-10 17 30,https://www.nwt.se/2023/11/24/arsredovisningen-klar-sa-gick-det-for-guldklimpen-svenska-ab-2d035/,64,['64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare'],1994-06-21,31.2,100.0,0.235
Hemmalagret AB,Hemmalagret AB,556746-8169,Örebro,4439,1.0,[],070-777 26 10,http://pellets.info/viewtopic.php?t=10379,52,['52290 Övriga stödtjänster till transport'],2007-12-18,17.7,25.0,0.217
SunCity Fastighetsutveckling AB,SunCity Fastighetsutveckling AB,559334-3683,Örebro,4432,2.0,[],,https://bygg.se/orebro-svea-fastighetsutveckling-ab/,41,['41200 Byggande av bostadshus och andra byggnader'],2021-09-10,4.0,25.0,0.074
Göthbergs Schakt AB,Göthbergs Schakt AB,559134-3966,Örebro,4425,2.0,[],,https://www.bolagssoket.se/foretag/gothbergs-schakt-ab/,43,['43120 Mark- och grundarbeten'],2017-11-18,7.8,50.0,0.091
Ecotak i Karlskoga AB,Ecotak i Karlskoga AB,559023-6906,Karlskoga,4408,2.0,[],,https://ecotak.se/,43,['43912 Takarbeten av andra material än plåt'],2015-08-22,10.1,50.0,0.09
Viktorsson Mark & Entreprenad AB,Viktorsson Mark & Entreprenad AB,559395-6799,Fjugesta,4405,,[],,https://aretsentreprenorer.se/foretag/viktorsson-mark-och-entreprenad-ab,43,"['43120 Mark- och grundarbeten', '43130 Markundersökning']",2022-09-09,3.0,25.0,0.066
Fagrells Entreprenad AB,Fagrells Entreprenad AB,559293-5521,Karlskoga,4400,2.0,[],,https://www.villingsbergs-byalag.se/,02,"['02102 Skogsskötsel', '02200 Drivning', '42110 Anläggning av vägar och motorvägar']",2020-12-23,4.7,25.0,0.051
BNE Entreprenad AB,BNE Entreprenad AB,559216-2969,Örebro,4396,2.0,[],,http://bne-entreprenad.se/,43,"['43991 Uthyrning av bygg- och anläggningsmaskiner med förare', '43120 Mark- och grundarbeten', '43110 Rivning av hus och byggnader']",2019-08-27,6.0,50.0,0.085
Packmestarna i Närke AB,Packmestarna i Närke AB,556591-0865,Kumla,4386,11.0,[],019-611 28 00,https://www.pac.se/,82,['82920 Förpackningsverksamhet'],2000-05-22,25.3,100.0,0.224
Musten Fastigheter AB,Musten Fastigheter AB,559098-8787,Örebro,4385,0.0,[],,http://www.guteinfo.com/?id=3282,68,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],2017-01-30,8.6,50.0,0.077
AC Kiosken i Kumla AB,AC Kiosken i Kumla AB,559129-3633,Kumla,4370,3.0,[],,https://ledigajobb.se/tag/platsbanken-jobb/kumla,56,['56100 Restaurangverksamhet'],2017-10-16,7.9,50.0,0.085
Oppboga Stålshop AB,Oppboga Stålshop AB,556258-2592,Fellingsbro,4366,1.0,[],,https://www.metal-supply.se/company/view/43070/oppboga_stalshop_ab,46,"['46720 Partihandel med metaller och metallmalmer', '71122 Teknisk konsultverksamhet inom industriteknik']",1985-04-24,40.4,100.0,0.107
ADG Bygg AB,ADG Bygg AB,559397-9502,Kumla,4363,4.0,[],,https://adgbygg.se/,43,"['43320 Byggnadssnickeriarbeten', '41200 Byggande av bostadshus och andra byggnader']",2022-09-21,3.0,25.0,0.067
Råsta Grävtjänst AB,Råsta Grävtjänst AB,559416-3718,Stora Mellösa,4357,1.0,[],,https://www.stora-mellosa.se/rasta-lantbruk/,43,"['43120 Mark- och grundarbeten', '42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp', '43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet']",2023-01-02,2.7,25.0,0.061
GoG Fastighet & Maskin AB,GoG Fastighet & Maskin AB,556114-5458,Hallsberg,4354,1.0,[],070-664 21 47,https://aktivskola.org/vara-vanner/orebro_lan/,68,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '42990 Övriga anläggningsarbeten', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']",1968-01-15,57.7,100.0,0.22
Granander Entreprenad AB,Granander Entreprenad AB,559015-1675,Örebro,4345,2.0,[],073-512 72 44,https://www.largestcompanies.com/search?what=Telecommunications&sort-by=Result&county=%C3%96rebro%20County,42,"['42220 Anläggningsarbeten för el och telekommunikation', '43320 Byggnadssnickeriarbeten']",2015-05-27,10.3,50.0,0.195
JiPa Fastighets AB,JiPa Fastighets AB,559015-3028,Laxå,4341,0.0,[],,https://www.laxa.se/download/18.4a624412166dd3d2be426dcf/1541407803954/V%C3%A5rt%20Lax%C3%A5%202_2016.pdf,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],2015-05-28,10.3,50.0,0.075
Larssons VVS i Lekeberg AB,Larssons VVS i Lekeberg AB,559023-7128,Mullhyttan,4330,2.0,[],,https://larssons-vvs.se/,43,['43221 Värme- och sanitetsarbeten'],2015-08-22,10.1,50.0,0.09
Kumla Spårteknik AB,Kumla Spårteknik AB,556904-5486,Kumla,4329,3.0,[],,https://via.tt.se/pressmeddelande/3725907/valkommen-att-fira-forsta-spadtaget-for-var-nya-fabrik?publisherId=3236049&lang=sv,42,['42120 Anläggning av järnvägar och tunnelbanor'],2012-09-24,13.0,100.0,0.089
Storemore Fastigheter AB,Storemore Fastigheter AB,556928-9019,Karlskoga,4318,0.0,[],,https://storemore.se/,68,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],2013-04-15,12.4,50.0,0.082
Närkes Täckdikning AB,Närkes Täckdikning AB,556729-5422,Odensbacken,4311,1.0,[],,https://svenskadranerare.com/entreprenorer/narke/narkes-tackdikning-ab/,16,['16291 Tillverkning av förädlade trädbränslen'],2007-05-10,18.3,100.0,0.101
J & M Lindblads Entreprenad AB,J & M Lindblads Entreprenad AB,556851-8996,Örebro,4309,2.0,[],072-328 44 44,https://bransch.trafikverket.se/contentassets/05e1f00309ea4d0fabab8630bcb409b2/awarded-contracts-january-2024.xlsx,96,"['96040 Kroppsvård', '43320 Byggnadssnickeriarbeten', '68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare']",2011-05-05,14.3,50.0,0.211
Danielssons Bilservice AB i Gålsjö,Danielssons Bilservice AB i Gålsjö,559420-0015,Rönneshytta,4307,2.0,[],,http://www.narkesberg.se/downloads/NIKaren_2_2011.pdf,45,['45201 Allmän service och reparation av motorfordon utom motorcyklar'],2023-01-30,2.6,25.0,0.063
Kumlatandläkarna AB,Kumlatandläkarna AB,559194-8871,Kumla,4305,4.0,[],,https://se.jobsora.com/jobb-vaktm%C3%A4stare-s%C3%B6kes-deltid-%C3%B6rebro-l%C3%A4n,86,['86230 Tandläkarverksamhet'],2019-02-13,6.6,50.0,0.072
Hotell Central By Morris AB,Hotell Central By Morris AB,559230-9743,Örebro,4290,8.0,[],,https://morrishotel.se/,55,['55101 Hotellverksamhet med restaurangrörelse'],2019-12-10,5.7,50.0,0.09
Appivo Applications AB,Appivo Applications AB,556996-7994,Örebro,4262,2.0,[],019-760 89 01,https://www.infobel.com/sv/sweden/appivo/orebro/SE101039276-0197772700/businessdetails.aspx,58,"['58290 Utgivning av annan programvara', '62010 Dataprogrammering']",2014-12-17,10.7,50.0,0.197
Kroghörnan i Örebro AB,Kroghörnan i Örebro AB,556865-9758,Örebro,4257,4.0,[],,http://www.svenskagator.se/%C3%96rebro/Olaigatan/,56,['56100 Restaurangverksamhet'],2011-09-29,13.9,50.0,0.115
J.E Skylt & Profil AB,J.E Skylt & Profil AB,559430-0864,Örebro,4252,2.0,[],,https://jesp.nu/profil-f%C3%B6retag-ej-offentlig,73,['73111 Reklambyråverksamhet'],2023-04-13,2.4,50.0,0.072
RRW i Sköllersta AB,RRW i Sköllersta AB,559028-5002,Sköllersta,4250,2.0,[],,,42,['42120 Anläggning av järnvägar och tunnelbanor'],2015-10-01,9.9,50.0,0.074
Järle bygg AB,Järle bygg AB,559204-9869,Örebro,4244,3.0,[],,https://bygg.se/jarle-bygg-ab/,43,['43320 Byggnadssnickeriarbeten'],2019-05-08,6.3,50.0,0.087
Allin i örebro aktiebolag,Allin i örebro aktiebolag,559165-7415,Örebro,4244,1.0,[],,https://bilion.se/bilhandlare/orebro-lan/,45,"['45110 Handel med personbilar och lätta motorfordon', '43320 Byggnadssnickeriarbeten', '47712 Specialiserad butikshandel med herrkläder', '47713 Specialiserad butikshandel med damkläder', '47714 Specialiserad butikshandel med barnkläder']",2018-07-11,7.2,50.0,0.087
Esra Yildirim AB,Esra Yildirim AB,559205-0859,Degerfors,4236,4.0,[],,https://degerfors.se/nyheter/nyheter/2023-12-19-14-foretag-i-kommunen-som-gatt-med-vinst-gjort-nyanstallningar-och-okat-sin-omsattning,56,['56100 Restaurangverksamhet'],2019-05-08,6.3,50.0,0.081
Amphitech AB,Amphitech AB,556550-4148,Åsbro,4227,0.0,[],0582-68 68 90,https://www.amphi-tech.se/,28,"['28990 Tillverkning av övriga specialmaskiner', '71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik']",1998-01-05,27.7,100.0,0.209
Telexia Närke AB,Telexia Närke AB,559418-8707,Västerås,4218,3.0,[],,https://www.vlt.se/2023-01-24/28-aring-startar-nytt-foretag-i-vasteras/,46,['46190 Provisionshandel med blandat sortiment'],2023-01-23,2.6,25.0,0.049
Fellingsbro Kebab AB,Fellingsbro Kebab AB,559020-1066,Arboga,4218,,[],,https://www.sibylla.se/,10,['10130 Charkuteri- och annan köttvarutillverkning'],2015-07-08,10.2,50.0,0.076
Lj Solid Bygg AB,Lj Solid Bygg AB,559268-6793,Hallsberg,4211,,[],,https://bygg.se/lj-solid-bygg-ab/,41,['41200 Byggande av bostadshus och andra byggnader'],2020-08-27,5.0,25.0,0.072
Böneruds Gård AB,Böneruds Gård AB,559086-6827,Odensbacken,4210,2.0,[],,https://www.lansstyrelsen.se/download/18.6395bf21784b0add951a45d/1617965785014/Urdabrunn%20nr%203%202011.pdf,01,"['01410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras', '01420 Uppfödning av andra nötkreatur och bufflar', '01110 Odling av spannmål (utom ris), baljväxter och oljeväxter']",2016-11-23,8.8,50.0,0.067
Perkovic Fastigheter AB,Perkovic Fastigheter AB,556536-5516,Karlskoga,4202,2.0,[],,https://www.bikkarlskoga.se/article/mozas8s-1eki1/view,68,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],1996-11-28,28.8,1000.0,0.127
Al Rfaeih Livs AB,Al Rfaeih Livs AB,559204-0322,Örebro,4201,1.0,[],,,46,"['46380 Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur']",2019-04-29,6.4,50.0,0.066
Andreas och Frida Food AB,Andreas och Frida Food AB,559112-6148,Karlskoga,4197,4.0,[],,http://andreasfrida-food.se/,56,['56100 Restaurangverksamhet'],2017-05-17,8.3,100.0,0.091
JN & MN Bil AB,JN & MN Bil AB,559402-8135,Örebro,4196,0.0,[],,https://biluppgifter.se/brukare/NTU5NDAyODEzNQ/,45,['45110 Handel med personbilar och lätta motorfordon'],2022-10-25,2.9,25.0,0.064
Stallyktan AB,Stallyktan AB,556975-9367,Örebro,4193,3.0,[],,https://stallyktan.se/,56,['56100 Restaurangverksamhet'],2014-07-01,11.2,50.0,0.104
Neurolearn AB,Neurolearn AB,559083-7034,Karlskoga,4192,4.0,[],,https://www.neurolearn.se/,62,"['62010 Dataprogrammering', '72190 Annan naturvetenskaplig och teknisk forskning och utveckling']",2016-11-03,8.8,50.0,0.089
Cederins Guld Aktiebolag,Cederins Guld Aktiebolag,556058-7494,Örebro,4191,2.0,[],,https://www.cederinsguld.se/,47,['47772 Specialiserad butikshandel med guldsmedsvaror och smycken'],1953-12-01,71.8,150.0,0.14
P L Energi & Bygg i Åmmeberg AB,P L Energi & Bygg i Åmmeberg AB,556592-8875,Järfälla,4188,2.0,[],0583-146 45,https://www.roslagensvarmemontage.nu/17/9/skarvisolering/,43,"['43290 Andra bygginstallationer', '43320 Byggnadssnickeriarbeten']",2000-06-20,25.2,100.0,0.233
Magnussons Färghandel Eftr. i Örebro Aktiebolag,Magnussons Färghandel Eftr. i Örebro Aktiebolag,556240-6305,Örebro,4183,3.0,[],019-611 30 67,https://www.magnussonsfarg.se/,47,"['47523 Specialiserad butikshandel med färger, fernissor och lacker']",1984-05-10,41.3,100.0,0.258
AB Packman i Åtorp,AB Packman i Åtorp,556659-9865,Åtorp,4179,5.0,[],,https://www.packman.nu/,82,['82920 Förpackningsverksamhet'],2004-04-15,21.4,100.0,0.113
Best Bygg i Örebro AB,Best Bygg i Örebro AB,559394-5800,Örebro,4168,4.0,[],,https://bygg.se/best-bygg-i-orebro-ab/,43,['43320 Byggnadssnickeriarbeten'],2022-08-30,3.0,25.0,0.073
NNY Maskin AB,NNY Maskin AB,556923-1797,Vretstorp,4164,2.0,[],,https://nnymaskin.se/,45,"['45201 Allmän service och reparation av motorfordon utom motorcyklar', '46630 Partihandel med gruv-, bygg- och anläggningsmaskiner']",2013-02-19,12.6,50.0,0.098
Ryléns Transport Aktiebolag,Ryléns Transport Aktiebolag,556134-5041,Örebro,4162,2.0,[],,https://www.118100.se/foretag/bengts-%C3%A5keri-i-%C3%B6rebro-ab/,49,"['49410 Vägtransport, godstrafik', '49420 Flyttjänster']",1970-04-01,55.4,100.0,0.12
BABIT AB,BABIT AB,556475-8968,Spånga,4157,0.0,[],0582-102 45,https://krafman.se/andersson-peter-jan-olof/19470208xxxx/fuqfcpio/engagemang,58,['58290 Utgivning av annan programvara'],1993-11-18,31.8,100.0,0.209
Kort Centrum i Örebro AB,Kort Centrum i Örebro AB,556742-5029,Örebro,4150,3.0,[],,https://www.statenssc.se/besok-servicekontor/orebro-centrum-servicekontor,47,['47260 Specialiserad butikshandel med tobaksvaror'],2007-11-08,17.8,100.0,0.131
Gas & Industripartner Sverige AB,Gas & Industripartner Sverige AB,559120-0489,Karlskoga,4146,4.0,[],,https://www.gasip.se/,47,"['47789 Övrig specialiserad butikshandel', '43229 Övriga VVS-arbeten', '46710 Partihandel med bränslen', '78200 Personaluthyrning']",2017-07-20,8.1,50.0,0.086
Husrum Fastigheter AB,Husrum Fastigheter AB,559072-9322,Örebro,4136,0.0,[],,https://www.husrumfast.se/,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],2016-08-17,9.1,50.0,0.079
Fastighetsbolaget Breven 1:65 AB,Fastighetsbolaget Breven 1:65 AB,559018-7588,Göteborg,4129,0.0,[],,https://sok.stadsarkivet.stockholm.se/Bildarkiv/Egenproducerat/Kommuntrycket/KTR1169_047_ps.pdf,68,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2015-07-01,10.2,50.0,0.075
Kevin Hansen Holding AB,Kevin Hansen Holding AB,559081-3944,Karlskoga,4120,3.0,[],,https://www.motormagasinet.se/article/view/1051920/mastaren_som_blev_teamboss?token=dzqd65abm2x6uhdqpzkfqbvw57mkpur5,43,['43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet'],2016-10-20,8.9,50.0,0.088
CMT-TEKNIK AB,CMT-TEKNIK AB,556680-3465,Örebro,4118,3.0,[],070-203 65 88,https://cmt-teknik.se/,71,['71122 Teknisk konsultverksamhet inom industriteknik'],2005-05-10,20.3,100.0,0.247
Oriental house AB,Oriental house AB,556928-7617,Hällefors,4112,2.0,[],,https://www.largestcompanies.se/Cookie/Create?url=%2Fforetag%2FOriental-house-AB-1268175%2Fbeslutsfattare,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2013-04-12,12.4,50.0,0.097
NKM AB,NKM AB,559356-6168,Stora Mellösa,4103,3.0,[],,https://www.maskinhandel.com/,77,['77390 Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar'],2021-12-23,3.7,25.0,0.052
Bygglogistik & Entreprenad i Norden AB,Bygglogistik & Entreprenad i Norden AB,559228-7949,Örebro,4095,3.0,[],,https://bygglogistik.se/,93,['93290 Övrig fritids- och nöjesverksamhet'],2019-11-28,5.8,50.0,0.068
Frövi Ställning AB,Frövi Ställning AB,556653-5869,Frövi,4092,2.0,[],0581-315 50,http://www.froviblastern.se/,46,"['46731 Partihandel med virke och andra byggmaterial', '77320 Uthyrning och leasing av bygg- och anläggningsmaskiner']",2004-01-09,21.7,100.0,0.216
Dagmar i Örebro AB,Dagmar i Örebro AB,556619-0764,Örebro,4076,1.0,[],,https://skbl.se/sv/artikel/BritaElmen,25,['25620 Metallegoarbeten'],2001-11-19,23.8,100.0,0.114
HOUSE OF CARS ÖREBRO AB,HOUSE OF CARS ÖREBRO AB,559244-0621,Örebro,4071,0.0,[],,https://www.car.info/sv-se/company/house-of-cars-orebro-19917601,45,['45110 Handel med personbilar och lätta motorfordon'],2020-02-24,5.5,25.0,0.073
Jakobsson familjehem & psykolog AB,Jakobsson familjehem & psykolog AB,556978-1882,Fellingsbro,4056,7.0,[],,https://www.jfamiljehempsykolog.se/,86,"['86909 Annan öppen hälso- och sjukvård, utan läkare']",2014-07-24,11.1,50.0,0.089
GMH Industrimontage AB,GMH Industrimontage AB,559191-8387,Örebro,4055,3.0,[],,https://www.nwt.se/2024/11/22/konkurs-for-foretag-i-hagfors-3d23e/,43,['43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet'],2019-01-21,6.6,50.0,0.089
Askersunds Bil & Planglas AB,Askersunds Bil & Planglas AB,556632-3738,Askersund,4054,3.0,[],,https://www.smastadsshopping.se/butik/askersunds-bil-planglas,45,"['45202 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar', '47521 Specialiserad butikshandel med virke och byggvaror']",2002-09-09,23.0,100.0,0.126
Hampetorp Svenberg Söderling Byggtjänst AB,Hampetorp Svenberg Söderling Byggtjänst AB,559177-6140,Odensbacken,4051,2.0,[],,http://www.hssbyggtjanst.se/,43,['43320 Byggnadssnickeriarbeten'],2018-10-31,6.9,70.0,0.082
Bimdoc AB,Bimdoc AB,559302-3079,Örebro,4051,2.0,[],,https://gulasidorna.cybo.com/NG/ado-ekiti/andra-tj%C3%A4nster-inom-bokning-av-resor/,71,"['71122 Teknisk konsultverksamhet inom industriteknik', '71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik']",2021-02-16,4.6,25.0,0.066
AQ Analys AB,AQ Analys AB,556841-9203,Örebro,4047,4.0,[],,https://aqanalys.se/,73,['73200 Marknads- och opinionsundersökning'],2011-02-12,14.6,50.0,0.118
Per Anderson i Torpa AB,Per Anderson i Torpa AB,559118-4519,Ervalla,4046,2.0,[],,https://forum.rotter.se/index.php?topic=47310.0,66,"['66220 Verksamhet utförd av försäkringsombud och försäkringsmäklare', '01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '02101 Skogsförvaltning']",2017-07-05,8.2,50.0,0.068
Hällefors Vandrarhem AB,Hällefors Vandrarhem AB,556769-7247,Hällefors,4042,3.0,[],0591-130 00,https://www.trivago.se/sv/oar/h%C3%A4llefors-vandrarhem-kanotcenter?search=100-2221274,55,['55201 Vandrarhemsverksamhet'],2008-11-13,16.8,100.0,0.224
Fastighetsbolaget Langda4 AB,Fastighetsbolaget Langda4 AB,559225-6761,Kumla,4032,0.0,[],,https://www.kumla.se/download/18.b1ad85b18ecb8e0390569b/1713533439154/Kumla%20kommuns%20%C3%A5rsredovisning%202020.pdf,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],2019-11-06,5.8,50.0,0.061
LVJ Örebro AB,LVJ Örebro AB,556771-7490,Fjugesta,4026,3.0,[],070-254 04 30,http://www.fbt.se/?index=fbtcompany&company_id=13317,43,"['43120 Mark- och grundarbeten', '45201 Allmän service och reparation av motorfordon utom motorcyklar']",2008-12-04,16.8,100.0,0.224
Norbergs Konfektyr AB,Norbergs Konfektyr AB,556968-6735,Frövi,4023,2.0,[],070-625 04 84,https://bokamarknad.se/exhibitor/norbergs-konfektyrer/,10,['10710 Tillverkning av mjukt matbröd och färska bakverk'],2014-04-14,11.4,50.0,0.182
ARMexia AB,ARMexia AB,556755-3796,Lindesberg,4022,1.0,[],076-220 22 23,https://araratbutik.com/kopvillkor/,47,"['47772 Specialiserad butikshandel med guldsmedsvaror och smycken', '46720 Partihandel med metaller och metallmalmer', '47919 Postorderhandel och detaljhandel på Internet med övriga varor', '47722 Specialiserad butikshandel med väskor, reseffekter och lädervaror']",2008-04-07,17.4,100.0,0.244
Karlskoga bil & taxi AB,Karlskoga bil & taxi AB,559386-7491,Degerfors,4020,4.0,[],,https://www.taxiidag.se/nyheter/reportage/e/2238/i-degerfors-betalar-kommunen-framkorningsavgiften,45,"['45110 Handel med personbilar och lätta motorfordon', '49320 Taxitrafik', '45201 Allmän service och reparation av motorfordon utom motorcyklar']",2022-06-28,3.2,25.0,0.067
JIPP i Karlskoga AB,JIPP i Karlskoga AB,559086-1828,Karlskoga,4015,2.0,[],,https://sverigesfotterapeuter.com/klinik/jipp-i-karlskoga-ab-fotvardssalongen/,47,"['47740 Specialiserad butikshandel med sjukvårdsartiklar', '86905 Fysioterapeutisk verksamhet  o.d.']",2016-11-21,8.8,50.0,0.086
NA Fastigheter Förvaltning 8 AB,NA Fastigheter Förvaltning 8 AB,559302-7583,Hallsberg,4012,1.0,[],,https://www.hallsberg.se/download/18.5a322074160e4121cd3cea7c/1516719373080/rala_industriomr%C3%A5de_etapp_2_fastighetsforteckning.pdf,68,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],2021-02-18,4.6,25.0,0.057
Eliot Bil i Kumla AB,Eliot Bil i Kumla AB,559160-6479,Kumla,4001,0.0,[],,https://biluppgifter.se/brukare/NTU5MTYwNjQ3OQ/,45,['45110 Handel med personbilar och lätta motorfordon'],2018-05-30,7.3,50.0,0.075
Advokat Mats Lundström AB,Advokat Mats Lundström AB,556820-9281,Örebro,4001,2.0,[],070-662 13 08,https://www.advokatsamfundet.se/Sok-advokat/Sokresultat,69,['69101 Advokatbyråverksamhet'],2010-10-07,14.9,50.0,0.221
Sky Movies AB,Sky Movies AB,556570-4177,Örebro,3999,2.0,[],,https://skymovies.se/,74,['74203 Press- och övrig fotografverksamhet'],1999-06-18,26.2,100.0,0.137
Berga Matglädje AB,Berga Matglädje AB,559150-3668,Fjugesta,3995,1.0,[],,https://www.innerwheel.se/distrikt-klubbar/distrikt/klubb/sida/?pageId=464&clubId=17561,10,"['10520 Glasstillverkning', '47299 Övrig specialiserad butikshandel med livsmedel']",2018-02-22,7.5,50.0,0.064
Alpharay Teknik AB,Alpharay Teknik AB,556335-5204,Örebro,3992,1.0,[],019-26 26 20,https://alpharay.se/,46,['46699 Partihandel med diverse övriga maskiner och utrustning'],1988-10-05,36.9,100.0,0.235
iAudit Revision AB,iAudit Revision AB,559250-1927,Örebro,3991,3.0,[],,https://iaudit.nu/revision/,69,['69202 Revision'],2020-03-27,5.5,25.0,0.07
Redhorn Music Aktiebolag,Redhorn Music Aktiebolag,556246-2639,Örebro,3990,2.0,[],019-19 23 00,https://vcl.sodran.se/2016-10-20/har-ar-artisterna-som-tjanade-mest-2015-flera-dalanamn-pa-topp-100-listan/,90,"['90030 Litterärt och konstnärligt skapande', '90020 Stödtjänster till artistisk verksamhet']",1984-09-04,41.0,100.0,0.233
Davisa AB,Davisa AB,556711-7675,Örebro,3987,3.0,[],,https://www.newwave.se/produkter/profilklader/kepsar/davis/,86,"['86212 Annan allmän öppen hälso- och sjukvård, ej primärvård', '01500 Blandat jordbruk']",2006-09-26,19.0,100.0,0.125
Wafa bemanning AB,Wafa bemanning AB,559413-6557,Kumla,3986,2.0,[],,https://www.mitti.se/nyheter/popular-second-hand-flyttar-till-storre-lokaler-6.3.302684.34c675e836,86,['86102 Specialiserad sluten somatisk hälso- och sjukvård på sjukhus'],2022-12-19,2.7,25.0,0.054
Aktiebolaget Edlunds Järnhandel,Aktiebolaget Edlunds Järnhandel,556058-4442,Askersund,3984,2.0,[],,https://sok.riksarkivet.se/?postid=Arkis+7083802a-4d9b-410d-88b0-ba00d78300d1,47,['47522 Specialiserad butikshandel med järn- och VVS-varor'],1953-09-11,72.0,100.0,0.125
Regenergy Frövi Aktiebolag,Regenergy Frövi Aktiebolag,559251-2031,Frövi,3982,0.0,[],,https://www.pe.se/projekt/regenergy-frovi/,03,"['03220 Fiskodling i sötvatten', '01134 Odling av grönsaker (köksväxter) i växthus', '35300 Försörjning av värme och kyla']",2020-04-06,5.4,500.0,0.066
Jopa bygg och betong AB,Jopa bygg och betong AB,559326-4822,Örebro,3982,1.0,[],,https://www.betong.me/Narke/Orebro,43,"['43120 Mark- och grundarbeten', '43320 Byggnadssnickeriarbeten', '43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet']",2021-07-07,4.2,25.0,0.072
Posteryard AB,Posteryard AB,559341-2173,Örebro,3970,2.0,[],,https://posteryard.se/,74,['74102 Grafisk designverksamhet'],2021-10-18,3.9,250.0,0.087
Hjälmartaxi AB,Hjälmartaxi AB,556440-7087,Örebro,3970,4.0,[],,,49,['49320 Taxitrafik'],1992-01-03,33.7,100.0,0.123
Phatfly Music Aktiebolag,Phatfly Music Aktiebolag,556541-2995,Örebro,3957,2.0,[],070-710 00 63,,59,['59200 Ljudinspelning och fonogramutgivning'],1997-05-28,28.3,100.0,0.237
Kiark i Örebro AB,Kiark i Örebro AB,556695-6891,Hallsberg,3949,2.0,[],,https://byggkatalogen.byggtjanst.se/konsult/kiark-i-orebro-ab/42941,71,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],2006-01-04,19.7,100.0,0.114
Reuterwall Holding AB,Reuterwall Holding AB,556551-2547,Örebro,3938,1.0,[],019-22 30 50,https://www.vlt.se/location/6678b792-c7e0-36a0-93dc-895c42a482aa?pageSlug=irsta-tatort&offset=150,22,"['22230 Byggplastvarutillverkning', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",1998-01-16,27.6,100.0,0.235
Nyfosa Karossen Fastighets AB,Nyfosa Karossen Fastighets AB,559012-8186,Nacka,3933,0.0,[],,https://nyfosa.se/sv/property/orebro-karossen-19,68,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],2015-05-05,10.3,50.0,0.075
V7 Förvaltning AB,V7 Förvaltning AB,556778-8947,Örebro,3931,5.0,[],,https://www.vivida.se/download/18.2f20088a1822fafcf5cc5209/1659431593254/%C3%85rsredovisning%20Vivida%20Assistans%20AB%202021.pdf,64,"['64992 Handel med och förvaltning av värdepapper, för egen räkning', '70220 Konsultverksamhet avseende företags organisation']",2009-03-04,16.5,105.0,0.112
NETIK Nordisk Energiteknik AB,NETIK Nordisk Energiteknik AB,559137-4987,Örebro,3930,2.0,[],,https://nepab.nu/,43,['43222 Ventilationsarbeten'],2017-12-05,7.8,50.0,0.091
Sävenfors Lodge AB,Sävenfors Lodge AB,559248-5477,Örebro,3928,2.0,[],,https://www.savenforslodge.se/,55,"['55101 Hotellverksamhet med restaurangrörelse', '55102 Drift av konferensanläggningar', '47299 Övrig specialiserad butikshandel med livsmedel', '47593 Specialiserad butikshandel med glas, porslin och andra bosättningsvaror']",2020-03-18,5.5,35.0,0.081
