name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Askersunds Brunnsborrning AB,https://www.allabolag.se/foretag/askersunds-brunnsborrning-ab/askersund/-/5568742570,[],556874-2570,14784,Askersunds Brunnsborrning AB,2011-12-02,Aktiebolag,10,,"Läggesta, 696 91 Askersund","Läggesta, 696 91 Askersund",Askersund,50,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp', '43221 Värme- och sanitetsarbeten']","Föremålet för bolagets verksamhet är brunnsborrningsarbeten, vvs-arbeten och därmed förenlig verksamhet.",,
HSB Group AB,https://www.allabolag.se/foretag/hsb-group-ab/karlskoga/-/5565342796,[],556534-2796,14781,HSB Group AB,1996-09-25,Aktiebolag,1-4,,Karlskoga,"Box 191, 691 24 Karlskoga",Karlskoga,100,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall idka uthyrning av fastigheter, fastighets- förvaltning, fastighets- mäkleri, administation samt förvaltning av värdepapper och därmed förenlig verksamhet.",0586-362 90,
Grythyttans Elinstallationer Aktiebolag,https://www.allabolag.se/foretag/grythyttans-elinstallationer-aktiebolag/h%C3%A4llefors/-/5564013836,[],556401-3836,14779,Grythyttans Elinstallationer Aktiebolag,1990-07-11,Aktiebolag,8,,"Bjurvägen 1, 712 32 Hällefors","Grythyttans Elinstallationer AB Bjurvägen 1, 712 32 Hällefors",Hällefors,100,['43210 Elinstallationer'],"Bolaget skall utföra elinstallationer, fastighetsförvaltning samt därmed förenlig verksamhet.",0591-140 31,
K.T.S Maskiner i Kumla AB,https://www.allabolag.se/foretag/k.t.s-maskiner-i-kumla-ab/kumla/-/5560919291,[],556091-9291,14737,K.T.S Maskiner i Kumla AB,1964-03-20,Aktiebolag,2,,"Sickelsta 116, 692 93 Kumla","Sickelsta 116, 692 93 Kumla",Kumla,150,['46610 Partihandel med jordbruksmaskiner och -utrustning'],"Bolaget skall bedriva handel med och reparationer av lantbruksmaskiner, handel med värdepapper samt därmed förenlig verksamhet.",019-57 42 00,
Smådjursveterinär Örebro AB,https://www.allabolag.se/foretag/sm%C3%A5djursveterin%C3%A4r-%C3%B6rebro-ab/%C3%B6rebro/-/5592651573,[],559265-1573,14714,Smådjursveterinär Örebro AB,2020-07-29,Aktiebolag,9,,"Apelvägen 30, 703 58 Örebro","Apelvägen 30, 703 58 Örebro",Örebro,25,['75000 Veterinärverksamhet'],"Bolaget har till föremål för sin verksamhet att, direkt eller indirekt, bedriva djurvård, utöva försäljning av djurvårdsprodukter och foder samt äga och förvalta lös egendom, aktier och andelar i dotter- och intressebolag, fast egendom samt därmed förenlig verksamhet.",,
Timmersdala Skogstransport AB,https://www.allabolag.se/foretag/timmersdala-skogstransport-ab/%C3%B6rebro/-/5566353610,[],556635-3610,14701,Timmersdala Skogstransport AB,2002-12-03,Aktiebolag,6,,"Pråmkajen 7 b, 702 15 Örebro","PATRIK LARSSON Pråmkajen 7 b, 702 15 Örebro",Örebro,100,"['49410 Vägtransport, godstrafik']",Föremålet för bolagets verksamhet är åkerirörelse samt därmed förenlig verksamhet.,070-348 18 11,
Followit AB,https://www.allabolag.se/foretag/followit-ab/lindesberg/-/5592536592,[],559253-6592,14700,Followit AB,2020-04-27,Aktiebolag,10,Jens Mikael Qarlsson,"Stafettgatan 29, 711 34 Lindesberg","Stafettgatan 29, 711 34 Lindesberg",Lindesberg,25,"['26510 Tillverkning av instrument och apparater för mätning, provning och navigering']","Aktiebolagets verksamhet ska vara att utveckla, tillverka och försälja dels pejlutrustning för lokalisering av människor, djur och föremål, dels utveckla spår- och sökkoncept, samt bedriva därmed förenlig verksamhet.",,
make a brand Sweden AB,https://www.allabolag.se/foretag/make-a-brand-sweden-ab/%C3%B6rebro/-/5567169874,[],556716-9874,14691,make a brand Sweden AB,2006-12-06,Aktiebolag,7,,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,100,['73119 Övrig reklamverksamhet'],"Bolaget skall bedriva tillverkning och försäljning av skylt- och reklammaterial samt försäljning och uthyrning av utställningsmaterial, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",019-10 32 40,
Bröderna D & S AB,https://www.allabolag.se/foretag/br%C3%B6derna-d-s-ab/%C3%B6rebro/-/5590206040,[],559020-6040,14687,Bröderna D & S AB,2015-07-13,Aktiebolag,11,,"Brunnsparken, 702 28 Örebro","Restaurang Parken Box 9080, 700 09 Örebro",Örebro,50,['56100 Restaurangverksamhet'],Bolaget skall bedriva restaurangverksamhet med catering och därmed förenlig verksamhet.,,
Aglianico i Örebro AB,https://www.allabolag.se/foretag/aglianico-i-%C3%B6rebro-ab/%C3%B6rebro/-/5590742861,[],559074-2861,14683,Aglianico i Örebro AB,2016-08-30,Aktiebolag,11,,"Engelbrektsgatan 8, 702 12 Örebro","Pitchers i Örebro AB Engelbrektsgatan 8, 702 12 Örebro",Örebro,50,['56100 Restaurangverksamhet'],"Föremålet för bolagets verksamhet är restaurang- och caféverksamhet, konsultverksamhet inom hotell och restaurangbranschen samt bedriva handel med värdepapper samt därmed förenlig verksamhet.",,
EKOtid AB,https://www.allabolag.se/foretag/ekotid-ab/%C3%B6rebro/-/5590776562,[],559077-6562,14665,EKOtid AB,2016-09-26,Aktiebolag,14,,"Dialoggatan 12 b, 703 74 Örebro","Dialoggatan 12 b, 703 74 Örebro",Örebro,50,['69201 Redovisning och bokföring'],Bolaget skall bedriva konsultation inom ekonomi samt därmed förenlig verksamhet.,072-018 91 19,
Dagdeg Aspholmen AB,https://www.allabolag.se/foretag/dagdeg-aspholmen-ab/%C3%B6rebro/-/5591847867,[],559184-7867,14662,Dagdeg Aspholmen AB,2018-12-11,Aktiebolag,9,,"Adolfsbergsvägen 6, 702 27 Örebro","Kebabfabriken KF Adolfsbergsvägen 6, 702 27 Örebro",Örebro,1 000,['56100 Restaurangverksamhet'],Aktiebolaget ska bedriva restaurangrörelse samt därmed förenlig verksamhet.,073-386 75 47,
Oxelösundsgösen Fastigheter AB,https://www.allabolag.se/foretag/oxel%C3%B6sundsg%C3%B6sen-fastigheter-ab/degerfors/-/5566051545,[],556605-1545,14660,Oxelösundsgösen Fastigheter AB,2001-01-16,Aktiebolag,0,,"Knutsbol 860 Sörgården, 693 91 Degerfors","Kungsvägen 35, 691 31 Karlskoga",Karlskoga,2 000,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],"Bolagets verksamhet ska vara ägande, uthyrning och förvaltning av fastigheter samt därmed förenlig verksamhet.",010-195 41 90,
Pennybridge bilar AB,https://www.allabolag.se/foretag/pennybridge-bilar-ab/%C3%B6rebro/-/5569950701,[],556995-0701,14645,Pennybridge bilar AB,2014-12-10,Aktiebolag,0,,"Ekersgatan 2, 703 42 Örebro","Ekersgatan 2, 703 42 Örebro",Örebro,100,['45110 Handel med personbilar och lätta motorfordon'],"Bolaget ska säljer, byter, köper och importerar bilar.",,
Eriksson & Höjers Plåtslageri AB,https://www.allabolag.se/foretag/eriksson-h%C3%B6jers-pl%C3%A5tslageri-ab/karlskoga/-/5566459904,[],556645-9904,14627,Eriksson & Höjers Plåtslageri AB,2003-06-23,Aktiebolag,9,,"Hangarvägen 16, 691 35 Karlskoga","Hangarvägen 16, 691 35 Karlskoga",Karlskoga,100,"['43222 Ventilationsarbeten', '43911 Takarbeten av plåt']",Bolaget skall bedriva ventilations- och plåtslageriverksamhet ävensom idka därmed förenlig verksamhet.,,
BonuCare AB,https://www.allabolag.se/foretag/bonucare-ab/nora/-/5590738471,[],559073-8471,14618,BonuCare AB,2016-08-25,Aktiebolag,48,Ewa Inga-Lill Petersson Wallin,Nora,"Box 11, 713 21 Nora",Nora,50,['88102 Öppna sociala insatser för personer med funktionshinder'],Öppna social insatser för personer med funktionshinder.,,
Runnaby Gård Aktiebolag,https://www.allabolag.se/foretag/runnaby-g%C3%A5rd-aktiebolag/%C3%B6rebro/-/5562557016,[],556255-7016,14616,Runnaby Gård Aktiebolag,1985-02-11,Aktiebolag,4,Hans Karl Anders Gustafsson,"Runnaby Gård, 705 92 Örebro","Runnaby Gård, 705 92 Örebro",Örebro,100,"['01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '01610 Service till växtodling', '02101 Skogsförvaltning']","Föremålet för bolagets verksamhet är att bedriva växtodling, djurproduktion, skogsbruk, entreprenadverksamhet, maskin- och personaluthyrning samt att äga och förvalta värdepapper.",,
Castellum Prästgården AB,https://www.allabolag.se/foretag/castellum-pr%C3%A4stg%C3%A5rden-ab/%C3%B6rebro/-/5590097324,[],559009-7324,14585,Castellum Prästgården AB,2015-04-07,Aktiebolag,0,,Örebro,"c/o Castellum Mitt AB Box 1824, 701 18 Örebro",Örebro,50,['68100 Handel med egna fastigheter'],"Bolaget skall ha till föremål för sin verksamhet att- direkt eller indirekt genom hel- eller delägda bolag- förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",,
Hantverkarna i Närke AB,https://www.allabolag.se/foretag/hantverkarna-i-n%C3%A4rke-ab/%C3%B6rebro/-/5592118391,[],559211-8391,14582,Hantverkarna i Närke AB,2019-07-03,Aktiebolag,5,,"Hjortstorpsvägen 94, 703 81 Örebro","PONTUS BLOMBERG Hjortstorpsvägen 94, 703 81 Örebro",Örebro,50,['41200 Byggande av bostadshus och andra byggnader'],Bolaget ska bedriva byggverksamhet och arbeten med markanläggning samt därmed förenlig verksamhet.,,
Appetite AB,https://www.allabolag.se/foretag/appetite-ab/%C3%B6rebro/-/5591823066,[],559182-3066,14571,Appetite AB,2018-11-28,Aktiebolag,12,Curt Jacob Wilhelm Kihlbaum,"Olaigatan 2, 703 39 Örebro","Olaigatan 2, 703 39 Örebro",Örebro,86,['62010 Dataprogrammering'],"Bolaget skall bedriva analys-, strategi- och managementkonsultuppdrag samt programmering inom data science och artificiell intelligens samt äga och förvalta noterade och onoterade aktier, värdepapper och därmed förenlig verksamhet.",073-545 53 58,
Framsteget Behandlingshem AB,https://www.allabolag.se/foretag/framsteget-behandlingshem-ab/ervalla/-/5565890794,[],556589-0794,14570,Framsteget Behandlingshem AB,2000-04-17,Aktiebolag,10,,"Ervalla 251, 718 95 Ervalla","c/o Framsteget Behandlingshem AB Ervalla 251, 718 95 Ervalla",Ervalla,100,['88993 Övriga öppna sociala insatser för vuxna'],Föremålet för bolagets verksamhet är att bedriva manualstyrd tolvstegsbehandling och utslussningsåtgärder för män över 18 år och därmed förenlig verksamhet.,019-28 13 33,
Västhaga fastfood AB,https://www.allabolag.se/foretag/v%C3%A4sthaga-fastfood-ab/%C3%B6rebro/-/5591440747,[],559144-0747,14555,Västhaga fastfood AB,2018-01-08,Aktiebolag,10,Philip Chi Phuoc Luu,"Västhagagatan 3, 703 46 Örebro","Västhagagatan 3, 703 46 Örebro",Örebro,50,['56100 Restaurangverksamhet'],Asiatisk snabbmat restaurang.,,
MOAB i Örebro AB,https://www.allabolag.se/foretag/moab-i-%C3%B6rebro-ab/%C3%B6rebro/-/5593302416,[],559330-2416,14551,MOAB i Örebro AB,2021-08-11,Aktiebolag,1,,"Johansdalsvägen 2 d, 702 31 Örebro","Johansdalsvägen 2 d, 702 31 Örebro",Örebro,25,['43120 Mark- och grundarbeten'],Bolaget skall bedriva byggverksamhet och anläggningsverksamhet och därmed förenlig verksamhet.,070-699 29 55,
Bråtner Gård Aktiebolag,https://www.allabolag.se/foretag/br%C3%A5tner-g%C3%A5rd-aktiebolag/%C3%A5torp/-/5564082831,[],556408-2831,14550,Bråtner Gård Aktiebolag,1990-10-24,Aktiebolag,7,,"Sinnerud 175, 693 94 Åtorp","Sinnerud 175, 693 94 Åtorp",Åtorp,100,['01410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras'],Bolaget skall idka jord- och skogsbruk med binäringar samt annan därmed förenlig verksamhet.,070-440 07 16,
SwETech i Karlskoga Aktiebolag,https://www.allabolag.se/foretag/swetech-i-karlskoga-aktiebolag/karlskoga/-/5563944536,[],556394-4536,14543,SwETech i Karlskoga Aktiebolag,1990-05-29,Aktiebolag,2,Erik Anders Eriksson,"Kontorsvägen 2, 691 33 Karlskoga","Kontorsvägen 2, 691 33 Karlskoga",Karlskoga,294,['20510 Sprängämnestillverkning'],"Bolaget skall bedriva utveckling, tillverkning, marknadsföring och försäljning av varor och tjänster inom explosivämnesteknik- området samt bedriva förvaltning av värdepapper och därmed förenlig verksamhet.",0586-833 30,
Din Byggpartner i Närke AB,https://www.allabolag.se/foretag/din-byggpartner-i-n%C3%A4rke-ab/%C3%B6rebro/-/5593351447,[],559335-1447,14540,Din Byggpartner i Närke AB,2021-09-14,Aktiebolag,4,,"Nastavägen 13, 702 27 Örebro","c/o Digitala Byrån Nastavägen 13, 702 27 Örebro",Örebro,25,"['41200 Byggande av bostadshus och andra byggnader', '43320 Byggnadssnickeriarbeten']","Bolagets verksamhet är att bedriva byggverksamhet, äga och förvalta och försälja fastigheter samt därmed förenlig verksamhet.",,
Pallinvest i Örebro AB,https://www.allabolag.se/foretag/pallinvest-i-%C3%B6rebro-ab/%C3%B6rebro/-/5562930411,[],556293-0411,14537,Pallinvest i Örebro AB,1987-02-13,Aktiebolag,6,Erik Pontus Niklas Malmqvist,"Skvadronvägen 11, 702 27 Örebro","Skvadronvägen 11, 702 27 Örebro",Örebro,100,['46762 Partihandel med emballage'],"Bolaget skall bedriva partihandel med emballage, äga och förvalta värdepapper jämte därmed förenlig verksamhet.",019-18 83 38,
Gröna Tanterna i Vintrosa AB,https://www.allabolag.se/foretag/gr%C3%B6na-tanterna-i-vintrosa-ab/vintrosa/-/5567877385,[],556787-7385,14531,Gröna Tanterna i Vintrosa AB,2009-08-26,Aktiebolag,13,,"Västra Tomta 320, 719 32 Vintrosa","Västra Tomta 320, 719 32 Vintrosa",Vintrosa,100,"['56100 Restaurangverksamhet', '47199 Övrig detaljhandel med brett sortiment', '47761 Specialiserad butikshandel med blommor och andra växter, frön och gödselmedel', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget ska bedriva handelsträdgård och butik med försäljning av växter och trädgårdstillbehör. Inredning, presenter, blomsterbinderi. Stylist och kreatörsverksamhet, caféverksamhet. äga och förvalta fastigheter samt därmed förenlig verksamhet.",070-253 14 28,
Nitton93 Holding AB,https://www.allabolag.se/foretag/nitton93-holding-ab/%C3%B6rebro/-/5569157612,[],556915-7612,14517,Nitton93 Holding AB,2012-12-18,Aktiebolag,6,Troy Abrahamsen,"Tomtebogatan 2, 703 43 Örebro","Tomtebogatan 2, 703 43 Örebro",Örebro,62,['70220 Konsultverksamhet avseende företags organisation'],Bolaget skall äga och förvalta fast och lös egendom och därmed förenlig verksamhet.,,
Reklambyrån Liljedals AB,https://www.allabolag.se/foretag/reklambyr%C3%A5n-liljedals-ab/%C3%B6rebro/-/5562616333,[],556261-6333,14516,Reklambyrån Liljedals AB,1985-06-17,Aktiebolag,10,Linda Marie Karlsson,"Nikolaigatan 1, 701 15 Örebro","Fabriksgatan 1 a, 702 10 Örebro",Örebro,190,['73111 Reklambyråverksamhet'],"Bolaget skall bedriva affärsutveckling, marknadskonsultation, reklambyråverksamhet och utställningsproduktion samt idka därmed förenlig verksamhet.",,
R Svenssons Åkeri AB,https://www.allabolag.se/foretag/r-svenssons-%C3%A5keri-ab/hallsberg/-/5568313059,[],556831-3059,14463,R Svenssons Åkeri AB,2010-12-09,Aktiebolag,10,,"Parallellgatan 51, 694 30 Hallsberg","Parallellgatan 51, 694 30 Hallsberg",Hallsberg,50,"['49410 Vägtransport, godstrafik']",Föremålet för bolagets verksamhet är att bedriva åkeriverksamhet och godstransporter samt därmed förenlig verksamhet.,070-663 19 19,
Bilgrossisten i Örebro AB,https://www.allabolag.se/foretag/bilgrossisten-i-%C3%B6rebro-ab/%C3%B6rebro/-/5562570548,[],556257-0548,14442,Bilgrossisten i Örebro AB,1985-04-16,Aktiebolag,5,,"Jordgatan 12, 702 23 Örebro","Köpmangatan 37 1 Tr, 702 23 Örebro",Örebro,100,['45110 Handel med personbilar och lätta motorfordon'],"Aktiebolaget ska äga och förvalta fastigheter och värdepapper, äga och förvalta aktier i fastighetsförvaltande dotterbolag, bedriva handel med motorfordon samt bedriva därmed förenlig verksameht.",019-31 18 25,
Adolfsons Kläder i Odensbacken Aktiebolag,https://www.allabolag.se/foretag/adolfsons-kl%C3%A4der-i-odensbacken-aktiebolag/%C3%B6rebro/-/5562065515,[],556206-5515,14438,Adolfsons Kläder i Odensbacken Aktiebolag,1980-01-01,Aktiebolag,5,,"Nastagatan 13, 702 27 Örebro","Nastagatan 13, 702 27 Örebro",Örebro,200,"['47712 Specialiserad butikshandel med herrkläder', '47721 Specialiserad butikshandel med skodon']",Bolaget skall bedriva försäljning av konfektion och skor och därmed förenlig verksamhet.,019-45 05 20,
AMAX Konsult AB,https://www.allabolag.se/foretag/amax-konsult-ab/%C3%B6rebro/-/5565927943,"['amund.axelsson@amax.se', 'amund.axelsson@amax.se']",556592-7943,14434,AMAX Konsult AB,2000-09-06,Aktiebolag,15,Magnus Olof Axelsson,"Idrottsvägen 33, 70232 ÖREBRO","Idrottsvägen 33, 70232 ÖREBRO",ÖREBRO,100,"['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik', '64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare']",Bolaget skall bedriva verksamhet som innebär tillhandahållande av IT-relaterade produkter och tjänster avseende främst digital fastighetsinformation. Bolaget skall även äga och förvalta fastigheter och värdepapper samt idka därmed förenlig verksamhet.,019-18 97 04,https://www.amax.se/
Jord & Skog i Asker AB,https://www.allabolag.se/foretag/jord-skog-i-asker-ab/odensbacken/-/5567768352,[],556776-8352,14424,Jord & Skog i Asker AB,2009-01-27,Aktiebolag,3,,"Löksätter 939, 715 94 Odensbacken","Löksätter 939, 715 94 Odensbacken",Odensbacken,100,"['01420 Uppfödning av andra nötkreatur och bufflar', '02101 Skogsförvaltning']","Bolaget ska bedriva lantbruk, lantbruksentreprenad, handel med värdepapper och därmed förenlig verksamhet.",,
Hjälmarsberg Säteri AB,https://www.allabolag.se/foretag/hj%C3%A4lmarsberg-s%C3%A4teri-ab/%C3%B6rebro/-/5562523083,[],556252-3083,14424,Hjälmarsberg Säteri AB,1984-11-21,Aktiebolag,0,,"Hagmarksgatan 56 d, 702 80 Örebro","Hagmarksgatan 56 d, 702 80 Örebro",Örebro,100,"['46610 Partihandel med jordbruksmaskiner och -utrustning', '46630 Partihandel med gruv-, bygg- och anläggningsmaskiner']","Bolaget skall bedriva handel med bilar, entreprenad- och lantbruksmaskiner, jord- och skogsbruk, förvaltning av fastigheter och därmed förenlig verksamhet.",,
Torbjörns Alltjänst AB,https://www.allabolag.se/foretag/torbj%C3%B6rns-alltj%C3%A4nst-ab/fjugesta/-/5565507059,[],556550-7059,14385,Torbjörns Alltjänst AB,1997-12-18,Aktiebolag,0,,"Bärsta Lilla Vad, 716 91 Fjugesta","Bärsta Lilla Vad, 716 91 Fjugesta",Fjugesta,100,"['45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar', '46190 Provisionshandel med blandat sortiment']","Bolaget skall bedriva försäljning av administrativa tjänster, äga och förvalta fastigheter och värdepapper samt försäljning av reservdelar till fordon och konsultverksamhet inom fordonsbranschen, förmedling, inköp, försäljning av fordon, därmed förenlig verksamhet.",070-444 46 94,
Egeryds Fastigheter Aktiebolag,https://www.allabolag.se/foretag/egeryds-fastigheter-aktiebolag/%C3%B6rebro/-/5565321980,[],556532-1980,14383,Egeryds Fastigheter Aktiebolag,1996-06-05,Aktiebolag,2,,"Idrottsvägen 31 b Bv, 702 32 Örebro","Idrottsvägen 31 b Bv, 702 32 Örebro",Örebro,500,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68209 Övrig förvaltning av egna eller arrenderade fastigheter', '69201 Redovisning och bokföring']","Bolaget skall bedriva fastighetsservice, äga och förvalta värdepapper, fastigheter och lös egendom ävensom idka annan därmed förenlig verksamhet.",019-18 18 57,
Roland Axelsson Bygg AB,https://www.allabolag.se/foretag/roland-axelsson-bygg-ab/nora/-/5566614557,[],556661-4557,14374,Roland Axelsson Bygg AB,2004-04-24,Aktiebolag,10,,"Skarpskyttevägen 3, 713 32 Nora","Skarpskyttevägen 3, 713 32 Nora",Nora,100,"['43320 Byggnadssnickeriarbeten', '47521 Specialiserad butikshandel med virke och byggvaror', '45310 Parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar']","Föremålet för bolagets verksamhet är att bedriva byggnadsverksamhet, glasmästerirörelse med fasadmontage och övriga med branschen tillhörande verksamhet, handel med och förvaltning av värdepapper och fastigheter och därmed förenlig verksamhet.",,
Lillkyrka Bygg AB,https://www.allabolag.se/foretag/lillkyrka-bygg-ab/lillkyrka/-/5569252751,[],556925-2751,14372,Lillkyrka Bygg AB,2013-03-07,Aktiebolag,6,,"Signes Väg 1, 705 98 Lillkyrka","Lillkyrka Bygg Signes Väg 1, 705 98 Lillkyrka",Lillkyrka,50,['41200 Byggande av bostadshus och andra byggnader'],"Bolaget ska bedriva byggverksamhet, fastighets förvaltning samt därmed förenlig verksamhet.",,
Lars Eklund VVS-Teknik Aktiebolag,https://www.allabolag.se/foretag/lars-eklund-vvs-teknik-aktiebolag/%C3%B6rebro/-/5564768389,[],556476-8389,14371,Lars Eklund VVS-Teknik Aktiebolag,1993-11-10,Aktiebolag,6,Adam Emanuel Eklund,,"Berglundavägen 11, 702 36 Örebro",Örebro,118,['43222 Ventilationsarbeten'],"Bolaget skall bedriva entreprenad-, service- och konsultverksamhet inom VVS-branschen äga och förvalta värdepapper, äga och förvalta fastigheter samt bedriva därmed förenlig verksamhet.",,
Saab Bofors Aktiebolag,https://www.allabolag.se/foretag/saab-bofors-aktiebolag/karlskoga/-/5562679455,[],556267-9455,14370,Saab Bofors Aktiebolag,1985-11-18,Aktiebolag,0,Robert Sigvard Karlsson,Karlskoga,"Avd Er, 691 80 Karlskoga",Karlskoga,150 050,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Föremålet för bolagets verksamhet är att bedriva fastighetsförvaltning, förvalta bolagets innehav av aktier och lämna en med denna verksamhet sammanhängande administrativ och finansiell service till dotterbolagen, dock ej sådan rörelse som avses i lag om kreditaktiebolag och lag om bankrörelse, samt marknadsföring och affärsutveckling av produkter baserade på bildbehandling, såsom kartering och följning av folk, för både den civila och militära marknaden.",0586-810 00,
Smådjurskliniken i Hallsberg AB,https://www.allabolag.se/foretag/sm%C3%A5djurskliniken-i-hallsberg-ab/hallsberg/-/5591304083,[],559130-4083,14331,Smådjurskliniken i Hallsberg AB,2017-10-24,Aktiebolag,6,,"Kvarngatan 2, 694 31 Hallsberg","Kvarngatan 2, 694 31 Hallsberg",Hallsberg,50,['75000 Veterinärverksamhet'],"Bolaget ska bedriva veterinärverksamhet, försäljning av foder och djurprodukter samt därmed förenlig verksamhet.",,
Effekt Installation i Örebro AB,https://www.allabolag.se/foretag/effekt-installation-i-%C3%B6rebro-ab/%C3%B6rebro/-/5569311938,[],556931-1938,14291,Effekt Installation i Örebro AB,2013-05-07,Aktiebolag,5,,"Nastagatan 13 1/2tr, 702 27 Örebro","Nastagatan 13 1/2tr, 702 27 Örebro",Örebro,50,['43210 Elinstallationer'],Aktiebolaget ska bedriva handel med och installation av elmaterial och därmed liknande verksamhet.,,
Degeref Tech AB,https://www.allabolag.se/foretag/degeref-tech-ab/degerfors/-/5592374838,[],559237-4838,14268,Degeref Tech AB,2020-01-20,Aktiebolag,0,Jonas Bertil Oldin,"Kranvägen 4, 693 33 Degerfors","Kranvägen 4, 693 33 Degerfors",Degerfors,100,['46731 Partihandel med virke och andra byggmaterial'],Handel med förnödenheter och utrustning till stål och gjuteriindustri. Ägarbolag för tillverkningsindustri inom eldfast till stål och gjuteriindustri.,,
TK Mätservice Aktiebolag,https://www.allabolag.se/foretag/tk-m%C3%A4tservice-aktiebolag/%C3%B6rebro/-/5567143374,[],556714-3374,14261,TK Mätservice Aktiebolag,2006-11-01,Aktiebolag,17,David Diaz Garcia,"Virkesvägen 1, 703 83 Örebro","Virkesvägen 1, 703 83 Örebro",Örebro,100,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],Bolaget skall bedriva mätserviceverksamhet inom bygg och anläggningsbranschen samt idka därmed förenlig verksamhet.,070-384 34 01,
NPN Bygg Sthlm AB,https://www.allabolag.se/foretag/npn-bygg-sthlm-ab/askersund/-/5590056411,[],559005-6411,14255,NPN Bygg Sthlm AB,2015-03-02,Aktiebolag,14,Rustam Tursunov,"Sundsbrogatan 20, 696 30 Askersund","Sundsbrogatan 20, 696 30 Askersund",Askersund,50,"['43320 Byggnadssnickeriarbeten', '43330 Golv- och väggbeläggningsarbeten', '43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet', '78200 Personaluthyrning', '41200 Byggande av bostadshus och andra byggnader']","Bolaget ska arbeta med byggnadssnickerier, byggnadsställningar, personaluthyrning samt byggstädning och lokalvård samt därmed förenlig verksamhet.",,
Bergslagshus i Grythyttan AB,https://www.allabolag.se/foretag/bergslagshus-i-grythyttan-ab/grythyttan/-/5569674061,[],556967-4061,14254,Bergslagshus i Grythyttan AB,2014-04-03,Aktiebolag,8,Erik Lasse Thörnblom,"Norra Bergvägen 7, 712 60 Grythyttan","Norra Bergvägen 7, 712 60 Grythyttan",Grythyttan,50,['41200 Byggande av bostadshus och andra byggnader'],Konstruktion och produktion av hus och anläggningar,073-871 45 00,
Res Track AB,https://www.allabolag.se/foretag/res-track-ab/%C3%B6rebro/-/5568119274,[],556811-9274,14252,Res Track AB,2010-06-17,Aktiebolag,3,,,"c/o Advokatfirman Lindahl KB Box 143, 701 42 Örebro",Örebro,50,"['78200 Personaluthyrning', '25620 Metallegoarbeten']","Föremålet för bolagets verksamhet är att bedriva tillverkning och försäljning av plattor och övriga legoarbeten till järnvägsindustrin, tillverkning och försäljning av andra stål- och svetsarbeten , bedriva uthyrning av arbetskraft, konsultverksamhet samt därmed förenlig verksamhet.",070-394 84 06,
KCEM Aktiebolag,https://www.allabolag.se/foretag/kcem-aktiebolag/karlskoga/-/5566259213,[],556625-9213,14234,KCEM Aktiebolag,2002-04-09,Aktiebolag,4,Johan Bertil Erik Petri,"Gammelbackavägen 1, 691 51 Karlskoga","Gammelbackavägen 1, 691 51 Karlskoga",Karlskoga,100,['85600 Stödverksamhet för utbildningsväsendet'],"Bolaget skall inom området energetiska och andra reaktiva material och processer främja utbildning av personal på samtliga nivåer, stödja och initiera forskning vid universitet, högskolor och andra institutioner, bedriva uppdragsverksamhet inom utbildning, teknik-, process- och produktutveckling, bedriva forskning samt vara ett forum för samverkan mellan industrier, universitet, högskolor och andra aktörer inom det energetiska området samt annan därmed förenlig verksamhet.",,
XIT Advokatbyrå AB,https://www.allabolag.se/foretag/xit-advokatbyr%C3%A5-ab/%C3%B6rebro/-/5592471170,[],559247-1170,14233,XIT Advokatbyrå AB,2020-03-10,Aktiebolag,8,,"Olaigatan 8 a, 703 39 Örebro","Olaigatan 8 a, 703 39 Örebro",Örebro,25,['69101 Advokatbyråverksamhet'],Föremålet för bolagets verksamhet är bedriva advokatverksamhet.,,
