org_number,legal_name,sni_code,sni_description
556492-5021,K3 Nordic AB,70220,Konsultverksamhet avseende företags organisation
556624-7747,SiteVision AB,62010,Dataprogrammering
556670-7062,Maskin o Transport i Örebro AB,49410,"Vägtransport, godstrafik"
556670-7062,Maskin o Transport i Örebro AB,78200,Personaluthyrning
556507-4456,VA-bolaget i Karlskoga AB,37000,Avloppsrening
556507-4456,VA-bolaget i Karlskoga AB,70100,Verksamheter som utövas av huvudkontor
556972-8123,Four FM AB,81100,Fastighetsrelaterade stödtjänster
556688-9761,Persson Innovation AB,17290,Tillverkning av andra pappers- och pappvaror
556709-0583,Örebro Säkerhetscenter AB,46699,Partihandel med diverse övriga maskiner och utrustning
556709-0583,Örebro Säkerhetscenter AB,80200,Säkerhetssystemtjänster
556294-4594,SSE Sverige AB,20510,Sprängämnestillverkning
559216-1144,AssistansExperten i Norden AB,88102,Öppna sociala insatser för personer med funktionshinder
556483-4660,Atria Sweden Aktiebolag,70100,Verksamheter som utövas av huvudkontor
556731-6228,Supermarket Örebro Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556731-6228,Supermarket Örebro Aktiebolag,10200,Beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
556731-6228,Supermarket Örebro Aktiebolag,10850,Tillverkning av lagad mat och färdigrätter
556819-1141,Biogasbolaget i Mellansverige AB,35210,Framställning av gas
556839-8605,itsy AB,62020,Datakonsultverksamhet
556954-0973,Fastighetsbolaget Systrarna Ekström AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556954-0973,Fastighetsbolaget Systrarna Ekström AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556954-0973,Fastighetsbolaget Systrarna Ekström AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556691-4593,Omegapoint Örebro AB,62010,Dataprogrammering
556438-1738,H. Dahlqvist Åkeri i Zinkgruvan Aktiebolag,08120,"Utvinning av sand, grus och berg; utvinning av lera och kaolin"
556438-1738,H. Dahlqvist Åkeri i Zinkgruvan Aktiebolag,23701,"Huggning, formning och slutlig bearbetning av sten för byggnadsändamål"
556438-1738,H. Dahlqvist Åkeri i Zinkgruvan Aktiebolag,49410,"Vägtransport, godstrafik"
556438-1738,H. Dahlqvist Åkeri i Zinkgruvan Aktiebolag,43120,Mark- och grundarbeten
556510-4337,Erikssons Bygg i Mellansverige AB,41200,Byggande av bostadshus och andra byggnader
556510-4337,Erikssons Bygg i Mellansverige AB,43310,"Puts-, fasad- och stuckatörsarbeten"
556510-4337,Erikssons Bygg i Mellansverige AB,49410,"Vägtransport, godstrafik"
556003-5874,Talent Plastics Laxå AB,22290,Annan plastvarutillverkning
556003-5874,Talent Plastics Laxå AB,22220,Plastförpackningstillverkning
556131-4260,Danfo Aktiebolag,16231,Tillverkning av monteringsfärdiga trähus
556131-4260,Danfo Aktiebolag,46731,Partihandel med virke och andra byggmaterial
556131-4260,Danfo Aktiebolag,25110,Tillverkning av metallstommar och delar därav
556131-4260,Danfo Aktiebolag,46732,Partihandel med sanitetsgods
556353-9096,Marin & Fritid i Askersund Aktiebolag,47643,Specialiserad butikshandel med båtar
559093-9178,OnePartnerGroup Örebro AB,78100,Arbetsförmedling och rekrytering
556049-1481,Svensk Glasåtervinning Aktiebolag,38320,Återvinning av källsorterat material
556489-7600,Säljar'n i Närke Aktiebolag,47540,Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater
556489-7600,Säljar'n i Närke Aktiebolag,47522,Specialiserad butikshandel med järn- och VVS-varor
556475-8679,Lindehallen AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556069-1791,Bastransport i Örebro Aktiebolag,49410,"Vägtransport, godstrafik"
556407-8029,Närkesberg Hönseri Aktiebolag,01472,"Uppfödning av fjäderfä, ej äggproduktion"
556588-1843,LODAB Demolering AB,43110,Rivning av hus och byggnader
556697-5941,Ömsa Bil AB,45110,Handel med personbilar och lätta motorfordon
556697-5941,Ömsa Bil AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556402-3793,EMUGE-Franken AB,46620,Partihandel med verktygsmaskiner
556523-5438,K.S. Connect AB,42220,Anläggningsarbeten för el och telekommunikation
556082-5076,Degerforsbyggen AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556082-5076,Degerforsbyggen AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556751-8609,Maxcon AB,43221,Värme- och sanitetsarbeten
556751-8609,Maxcon AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556527-2696,Booforge Steel AB,28220,Tillverkning av lyft- och godshanteringsanordningar
556527-2696,Booforge Steel AB,25620,Metallegoarbeten
556308-6247,ÖBAB Örebro Bilbolag Aktiebolag,45110,Handel med personbilar och lätta motorfordon
556308-6247,ÖBAB Örebro Bilbolag Aktiebolag,45320,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
556578-0250,C. Gustafsson Livs Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556439-6199,KD Solskydd Aktiebolag,25999,Diverse övrig metallvarutillverkning
556439-6199,KD Solskydd Aktiebolag,13960,Tillverkning av andra tekniska textilier och industritextilier
556049-1911,Ferrox Aktiebolag,23200,Tillverkning av eldfasta produkter
556049-1911,Ferrox Aktiebolag,46731,Partihandel med virke och andra byggmaterial
556049-1911,Ferrox Aktiebolag,24200,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
556049-1911,Ferrox Aktiebolag,28290,Övrig tillverkning av maskiner för allmänt ändamål
556411-3628,Närlant Import Aktiebolag,46610,Partihandel med jordbruksmaskiner och -utrustning
556505-8905,Melius Assistans AB,88102,Öppna sociala insatser för personer med funktionshinder
556406-5133,ÅV-BYGG I ÅSBRO Aktiebolag,41200,Byggande av bostadshus och andra byggnader
556406-5133,ÅV-BYGG I ÅSBRO Aktiebolag,43330,Golv- och väggbeläggningsarbeten
556779-4044,LAJAC AB,46742,Partihandel med VVS-varor
556714-9132,Bilhallen i Örebro AB,45110,Handel med personbilar och lätta motorfordon
556420-8204,Thyras Aktiebolag,43120,Mark- och grundarbeten
556420-8204,Thyras Aktiebolag,49410,"Vägtransport, godstrafik"
556420-8204,Thyras Aktiebolag,47641,Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar
559045-1919,Delibake i Örebro AB,10722,Tillverkning av kex och konserverade bakverk
556286-4958,LSC Invest AB,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
556286-4958,LSC Invest AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556071-2514,Arbesko Aktiebolag,46420,Partihandel med kläder och skodon
556459-3431,Essen Rör Aktiebolag,43221,Värme- och sanitetsarbeten
556569-8478,Skyllberg Industri Aktiebolag,25930,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
556569-8478,Skyllberg Industri Aktiebolag,24100,Framställning av järn och stål samt ferrolegeringar
556095-9693,Kumla Fastigheter AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556095-9693,Kumla Fastigheter AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556095-9693,Kumla Fastigheter AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556037-6518,Aktiebolaget Bandindustri,13960,Tillverkning av andra tekniska textilier och industritextilier
556037-6518,Aktiebolaget Bandindustri,15200,Tillverkning av skodon
556037-6518,Aktiebolaget Bandindustri,13922,"Tillverkning av presenningar, tält, segel o.d."
556037-6518,Aktiebolaget Bandindustri,14140,"Tillverkning av underkläder, skjortor och blusar"
556037-6518,Aktiebolaget Bandindustri,46410,Partihandel med textilier
556147-3108,Örebro-Göteborg Samkörningsaktiebolag,49410,"Vägtransport, godstrafik"
556611-7619,KumBro Stadsnät AB,61100,Trådbunden telekommunikation
556551-4287,CH Gruppen AB,46750,Partihandel med kemiska produkter
556619-6829,Näsbyhallen i Frövi Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559044-0128,Örebro byt bil AB,45110,Handel med personbilar och lätta motorfordon
556820-6873,Svenska Affärskoncept AB,70220,Konsultverksamhet avseende företags organisation
556121-7166,Pontus Björks Åkeri Aktiebolag,49410,"Vägtransport, godstrafik"
556651-5689,ZilenZio AB,46650,Partihandel med kontorsmöbler
556596-3542,LIP AB,49410,"Vägtransport, godstrafik"
556596-3542,LIP AB,43120,Mark- och grundarbeten
556596-3542,LIP AB,45310,Parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar
556689-9984,Karlskoga Snickeri & Montage AB,43320,Byggnadssnickeriarbeten
559398-7646,NEEXT AB,77110,Uthyrning och leasing av personbilar och lätta motorfordon
559398-7646,NEEXT AB,78200,Personaluthyrning
559398-7646,NEEXT AB,49410,"Vägtransport, godstrafik"
559398-7646,NEEXT AB,73111,Reklambyråverksamhet
559398-7646,NEEXT AB,42990,Övriga anläggningsarbeten
556495-0557,Kumla Tak Aktiebolag,43912,Takarbeten av andra material än plåt
556878-4192,Matdressinen i Hallsberg AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556095-8638,Gustavsvik Resorts AB,93119,"Drift av sporthallar, idrottsplatser och andra sportanläggningar"
556095-8638,Gustavsvik Resorts AB,55300,Campingplatsverksamhet
556095-8638,Gustavsvik Resorts AB,55202,Stugbyverksamhet m.m.
556605-9910,Karlskoga Bygg- och Anläggnings AB,41200,Byggande av bostadshus och andra byggnader
556605-9910,Karlskoga Bygg- och Anläggnings AB,23610,Tillverkning av betongvaror  för byggändamål
556605-9910,Karlskoga Bygg- och Anläggnings AB,43991,Uthyrning av bygg- och anläggningsmaskiner med förare
556614-6386,abileer AB,46741,Partihandel med järnhandelsvaror
556795-2634,Degerfors Skogstjänst AB,46710,Partihandel med bränslen
559053-8228,Arton:1 Projekt AB,43320,Byggnadssnickeriarbeten
559053-8228,Arton:1 Projekt AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556690-3737,Swedish Net Air & Defence AB,71123,Teknisk konsultverksamhet inom elteknik
556651-2769,NYBETONG i Kumla AB,23610,Tillverkning av betongvaror  för byggändamål
556672-8548,Loka Brunn Hotell & Spa AB,55101,Hotellverksamhet med restaurangrörelse
556672-8548,Loka Brunn Hotell & Spa AB,55102,Drift av konferensanläggningar
556296-4394,Järntorgshallen i Örebro Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556678-5407,VägJobb i Sverige AB,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
556678-5407,VägJobb i Sverige AB,32990,Diverse övrig tillverkning
556678-5407,VägJobb i Sverige AB,85599,Diverse övrig utbildning
556241-6353,Örebro Läns Flygplats Aktiebolag,52230,Stödtjänster till lufttransport
556605-9811,Anehamn Trading AB,46360,"Partihandel med socker, choklad och sockerkonfektyrer"
556273-9762,Harrysson Entreprenad Aktiebolag (HEAB),43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556273-9762,Harrysson Entreprenad Aktiebolag (HEAB),77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556273-9762,Harrysson Entreprenad Aktiebolag (HEAB),74900,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
556432-3300,Prevas Development AB,71122,Teknisk konsultverksamhet inom industriteknik
556432-3300,Prevas Development AB,62010,Dataprogrammering
556432-3300,Prevas Development AB,62020,Datakonsultverksamhet
556411-2992,Spångboda Lantbruk Aktiebolag,01461,Uppfödning av smågrisar
556215-1638,Fricweld Aktiebolag,28920,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner"
556028-2591,Aktiebolaget H. Brunner,46420,Partihandel med kläder och skodon
556028-2591,Aktiebolaget H. Brunner,46699,Partihandel med diverse övriga maskiner och utrustning
556028-2591,Aktiebolaget H. Brunner,46240,"Partihandel med hudar, skinn och läder"
556028-2591,Aktiebolaget H. Brunner,46750,Partihandel med kemiska produkter
556028-2591,Aktiebolaget H. Brunner,46160,"Provisionshandel med textilier, kläder, skodon och lädervaror"
559113-6840,E.S Bilar i Örebro AB,45110,Handel med personbilar och lätta motorfordon
556602-1183,H.Persson Skogsavverkningar Aktiebolag,02200,Drivning
559217-5128,Adven Siljan AB,35300,Försörjning av värme och kyla
559217-5128,Adven Siljan AB,70100,Verksamheter som utövas av huvudkontor
556410-0567,Hammarel Aktiebolag,27330,Tillverkning av kabeltillbehör
556244-1864,ASTON Sweden AB,46741,Partihandel med järnhandelsvaror
556244-1864,ASTON Sweden AB,25940,Tillverkning av nitar och skruvar
556244-1864,ASTON Sweden AB,25930,"Tillverkning av metalltrådvaror, kedjor och fjädrar"
556033-6603,Linde Energi Försäljning AB,35110,Generering av elektricitet
556033-6603,Linde Energi Försäljning AB,35140,Handel med elektricitet
556753-0919,Swedish Diamondtool Consulting i Nora AB,24200,"Tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
556753-0919,Swedish Diamondtool Consulting i Nora AB,23910,Slipmedelstillverkning
556753-0919,Swedish Diamondtool Consulting i Nora AB,46620,Partihandel med verktygsmaskiner
556753-0919,Swedish Diamondtool Consulting i Nora AB,20590,Tillverkning av övriga kemiska produkter
556753-0919,Swedish Diamondtool Consulting i Nora AB,46699,Partihandel med diverse övriga maskiner och utrustning
556182-8863,Hugo Erikssons Bil Aktiebolag,45110,Handel med personbilar och lätta motorfordon
556182-8863,Hugo Erikssons Bil Aktiebolag,45201,Allmän service och reparation av motorfordon utom motorcyklar
556256-9078,XL-BYGG Björka AB,46731,Partihandel med virke och andra byggmaterial
556256-9078,XL-BYGG Björka AB,47521,Specialiserad butikshandel med virke och byggvaror
556256-9078,XL-BYGG Björka AB,16102,Hyvling av trä
556256-9078,XL-BYGG Björka AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556709-2522,Midagon AB,62020,Datakonsultverksamhet
559155-1154,TIQQE AB,70220,Konsultverksamhet avseende företags organisation
556627-6233,Kongrexum AB,82300,Arrangemang av kongresser och mässor
556627-6233,Kongrexum AB,56100,Restaurangverksamhet
559244-1181,Örebro Entreprenad AB,41200,Byggande av bostadshus och andra byggnader
559273-5236,INTEC Mitt AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556860-9738,Bertil Andersson i Hammar Åkeri AB,49410,"Vägtransport, godstrafik"
559122-0172,Persson Herok Projekt AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559122-0172,Persson Herok Projekt AB,33120,Reparation av maskiner
556809-7397,BEST Entreprenad i Örebro AB,43120,Mark- och grundarbeten
556809-7397,BEST Entreprenad i Örebro AB,80100,Säkerhetsverksamhet
556809-7397,BEST Entreprenad i Örebro AB,78200,Personaluthyrning
559440-4567,Linde Energi Värme Aktiebolag,35300,Försörjning av värme och kyla
556302-0733,Anders Schakt i Vintrosa Aktiebolag,43120,Mark- och grundarbeten
559010-3254,Vivid Development AB,41200,Byggande av bostadshus och andra byggnader
556510-4196,Mats Oldmark AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559201-4970,Prefabbyggarna i Mälardalen AB,41200,Byggande av bostadshus och andra byggnader
556271-2082,Ellagro Örebro AB,25620,Metallegoarbeten
556406-2718,Lindesbergsbostäder Aktiebolag,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556406-2718,Lindesbergsbostäder Aktiebolag,02101,Skogsförvaltning
556406-2718,Lindesbergsbostäder Aktiebolag,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559108-0667,Skandinavien Assistans i Sverige AB,88102,Öppna sociala insatser för personer med funktionshinder
556079-2680,Orrbybil Aktiebolag,45110,Handel med personbilar och lätta motorfordon
556079-2680,Orrbybil Aktiebolag,45320,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
556079-2680,Orrbybil Aktiebolag,45201,Allmän service och reparation av motorfordon utom motorcyklar
556196-2308,El & PC-Installationer i Örebro Aktiebolag,43210,Elinstallationer
556124-3238,Bröd. Engströms Entreprenadmaskiner Aktiebolag,43120,Mark- och grundarbeten
556124-3238,Bröd. Engströms Entreprenadmaskiner Aktiebolag,33120,Reparation av maskiner
556215-4483,Bergqvist Järn & Byggmaterial AB,47522,Specialiserad butikshandel med järn- och VVS-varor
556795-0117,K3 Travel AB,79110,Resebyråverksamhet
556174-0845,Gonvarri Stålteknik AB,25110,Tillverkning av metallstommar och delar därav
556174-0845,Gonvarri Stålteknik AB,24330,Tillverkning av andra kallformade produkter av stål
556174-0845,Gonvarri Stålteknik AB,24100,Framställning av järn och stål samt ferrolegeringar
556581-7532,SSRS Stora Hotellet Stadshotellet Örebro AB,55101,Hotellverksamhet med restaurangrörelse
556136-8407,Roland Hallafors Åkeri o. Schakt Aktiebolag,43120,Mark- och grundarbeten
