name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
AB Emanuelsson VVS-Byrå,https://www.allabolag.se/foretag/ab-emanuelsson-vvs-byr%C3%A5/%C3%B6rebro/-/5567373112,[],556737-3112,38028,AB Emanuelsson VVS-Byrå,2007-09-10,Aktiebolag,13,"Nastagatan 6, 702 27 Örebro","Nastagatan 6, 702 27 Örebro",Örebro,100Tkr,['43222 Ventilationsarbeten'],"Föremålet för bolagets verksamhet är konsult- och entrepenad- verksamhet inom luftbehandling, värme och fastighetsautomation och därmed förenlig verksamhet.",,019-26 22 17,
Nordic Metal Recycling AB,https://www.allabolag.se/foretag/nordic-metal-recycling-ab/str%C3%A5ssa/-/5567432363,[],556743-2363,37997,Nordic Metal Recycling AB,2007-11-19,Aktiebolag,6,"Industrivägen 17, 711 77 Stråssa","Industrivägen 17, 711 77 Stråssa",Stråssa,100Tkr,"['46872 Partihandel med metallavfall och metallskrot', '43110 Rivning av hus och byggnader', '46120 Provisionshandel med bränsle, malm, metaller och industrikemikalier', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget ska bedriva återvinning av-, rivning av-, handel med- och export av- metaller, metallegeringar, metallhaltigt skrot, metallinnehållande askor, samt papper, plast och därmed förenlig verksamhet.",,0581-78 09 10,https://www.nordicmetalrecycling.com
Karlssons Schakt & Anläggning AB,https://www.allabolag.se/foretag/karlssons-schakt-anl%C3%A4ggning-ab/%C3%B6rebro/-/5590714878,[],559071-4878,37950,Karlssons Schakt & Anläggning AB,2016-07-28,Aktiebolag,7,"Axbergs-Grindtorp 412, 705 91 Örebro","Axbergs-Grindtorp 412, 705 91 Örebro",Örebro,50Tkr,['43120 Mark- och grundarbeten'],Företaget erbjuder gräv- och anläggningstjänster och därmed förenlig verksamhet.,Harry Filip Karlsson,,
K.M Hörlings Livs AB,https://www.allabolag.se/foretag/k.m-h%C3%B6rlings-livs-ab/p%C3%A5lsboda/-/5594306036,[],559430-6036,37907,K.M Hörlings Livs AB,2023-04-17,Aktiebolag,9,"Köpmangatan 4, 697 30 Pålsboda","Köpmangatan 4, 697 30 Pålsboda",Pålsboda,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror i Sverige och annan därmed förenlig verksamhet.,Kenth Tage Hörling,,
Erlandssons Maskin AB,https://www.allabolag.se/foretag/erlandssons-maskin-ab/lindesberg/-/5568799299,[],556879-9299,37873,Erlandssons Maskin AB,2012-01-05,Aktiebolag,16,"Kungsgatan 25 0tr, 711 30 Lindesberg","Box 17, 711 21 Lindesberg",Lindesberg,50Tkr,"['77390 Uthyrning och leasing av diverse övrig utrustning samt diverse övriga maskiner och materiella tillgångar', '78201 Personaluthyrning']","Bolaget ska bedriva uthyrning av maskiner inom åkeri- och bygg- näringen, entreprenad inom gata'/park, förvalta och äga fastigheter samt därmed förenlig verksamhet.",,,
Bråtens Skogsfrakt Aktiebolag,https://www.allabolag.se/foretag/br%C3%A5tens-skogsfrakt-aktiebolag/karlskoga/-/5565116729,[],556511-6729,37815,Bråtens Skogsfrakt Aktiebolag,1995-04-13,Aktiebolag,19,"Annavägen 24, 691 54 Karlskoga","c/o Johan Broström, Annavägen 24, 691 54 Karlskoga",Karlskoga,100Tkr,"['49410 Vägtransport, godstrafik']","Bolaget skall bedriva yrkesmässig trafik för godsbefordran, äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.",,,
Knowit Örebro AB,https://www.allabolag.se/foretag/knowit-%C3%B6rebro-ab/%C3%B6rebro/-/5569305211,[],556930-5211,37794,Knowit Örebro AB,2013-04-30,Aktiebolag,20,"Klostergatan 23, 703 39 Örebro","Klostergatan 23, 703 39 Örebro",Örebro,50Tkr,['62201 Datakonsultverksamhet'],Bolaget skall bedriva datakonsultverksamhet samt därmed förenlig verksamhet.,Johanna Maria Kanusson,070-390 66 63,
Örebro Godstrafik Stockholm AB,https://www.allabolag.se/foretag/%C3%B6rebro-godstrafik-stockholm-ab/%C3%B6rebro/-/5591464812,[],559146-4812,37771,Örebro Godstrafik Stockholm AB,2018-01-24,Aktiebolag,22,"Pikullagatan 2, 702 27 Örebro","c/o Örebro Godstrafik Stockholm AB, Pikullagatan 2, 702 27 Örebro",Örebro,100Tkr,"['49410 Vägtransport, godstrafik']",Bolaget ska bedriva linjetrafik- och godsspeditionsrörelse ävensom idka därmed förenlig verksamhet.,Lars Bertil Sebastian Johansson,019-27 17 22,
Åsbro Kursgård AB,https://www.allabolag.se/foretag/%C3%A5sbro-kursg%C3%A5rd-ab/%C3%A5sbro/-/5567640908,[],556764-0908,37673,Åsbro Kursgård AB,2008-08-21,Aktiebolag,18,"Knottebo 222, 694 96 Åsbro","Knottebo 222, 694 96 Åsbro",Åsbro,100Tkr,"['85594 Personalutbildning', '52100 Magasinering och varulagring', '55102 Drift av konferensanläggningar med boende']","Bolaget ska bedriva utbildning främst inriktad mot energi- frågor, bedriva förrådsverksamhet, tillhandahålla med mat och logi vid utbildningar och konferenser samt därmed förenlig verksamhet.",Karl Gunnar Mikael Carlsén,0582-838 00,
Tobbes Kran & Transport i Mullhyttan AB,https://www.allabolag.se/foretag/tobbes-kran-transport-i-mullhyttan-ab/fjugesta/-/5569998346,"[""tobbekran@gmail.com"", ""tobbekran@gmail.com""]",556999-8346,37589,Tobbes Kran & Transport i Mullhyttan AB,2015-01-08,Aktiebolag,11,"Vallgatan 19, 716 31 Fjugesta","Vallgatan 19, 716 31 Fjugesta",Fjugesta,50Tkr,"['49410 Vägtransport, godstrafik']","Bolaget ska bedriva specialtransporter, kranlyft, trädfällning, båttransporter samt därmed förenlig verksamhet.",Jan Helge Tobias Löwegren,070-458 92 07,https://www.tobbeskranochspecialtransporter.se/
Kimmo Ahlgren Livs Aktiebolag,https://www.allabolag.se/foretag/kimmo-ahlgren-livs-aktiebolag/%C3%B6rebro/-/5565961447,[],556596-1447,37581,Kimmo Ahlgren Livs Aktiebolag,2000-08-24,Aktiebolag,10,"Oskarstorget 6, 702 14 Örebro","Oskarstorget 6, 702 14 Örebro",Örebro,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget har till föremål för sin verksamhet att som medlem i ICA Förbundet bedriva detaljhandelrörelse med dagligvaror och annan därmed förenlig verksamhet.,,,
Hammars Bryggeri AB,https://www.allabolag.se/foretag/hammars-bryggeri-ab/hammar/-/5562463488,[],556246-3488,37461,Hammars Bryggeri AB,1984-06-19,Publikt aktiebolag,15,"Sännavägen 8, 696 94 Hammar","Sännavägen 8, 696 94 Hammar",Hammar,969Tkr,"['11070 Framställning av läskedrycker, mineralvatten och annat vatten på flaska']",Bolaget skall bedriva bryggerirörelse och därmed förenlig verksamhet.,Anders Olof Markstedt,,
H E:s Färggross Aktiebolag,https://www.allabolag.se/foretag/h-e%3As-f%C3%A4rggross-aktiebolag/%C3%B6rebro/-/5561159640,[],556115-9640,37420,H E:s Färggross Aktiebolag,1968-03-19,Aktiebolag,8,"Ormestagatan 1, 702 83 Örebro","Ormestagatan 1, 702 83 Örebro",Örebro,100Tkr,"['47523 Detaljhandel med färger, fernissor och lacker']",Bolaget skall idka färghandelsrörelse samt driva därmed förenlig verksamhet.,Hans Stefan Eriksson,019-14 09 29,
Mälarvillan AB,https://www.allabolag.se/foretag/m%C3%A4larvillan-ab/%C3%B6rebro/-/5566538343,"[""info@malarvillan.se"", ""info@malarvillan.se""]",556653-8343,37330,Mälarvillan AB,2004-01-16,Aktiebolag,11,"Sjöhagsvägen 6, 721 32 Västerås","Idrottsvägen 31 b, 702 32 Örebro",Örebro,100Tkr,['16231 Tillverkning av monteringsfärdiga trähus'],"Bolaget skall idka tillverkning av byggkomponenter, byggentreprenader, äga, förvalta och exploatera fastigheter, handel med värdepapper samt därmed förenlig verksamhet.",Johan Michael Thungren,021-470 56 00,https://www.malarvillan.se
Cleverex Bemanning AB,https://www.allabolag.se/foretag/cleverex-bemanning-ab/%C3%B6rebro/-/5590820287,[],559082-0287,37263,Cleverex Bemanning AB,2016-10-26,Aktiebolag,61,"Radiatorvägen 15, 702 27 Örebro","Box 22015, 702 02 Örebro",Örebro,50Tkr,"['78100 Arbetsförmedling och rekrytering', '70200 Konsultverksamhet avseende företags organisation']","Aktiebolaget skall bedriva försäljning- och konsultverksamhet på följande områden: marknadsföring, telecom och affärsutveckling och därmed förenlig verksamhet. Aktiebolaget har även för avsikt att bedriva verksamhet på området HR, bemanning, rekrytering och arbetsmarknadspolitiska program och därmed förenlig verksamhet.",,,
Karlskoga Stadsnät AB,https://www.allabolag.se/foretag/karlskoga-stadsn%C3%A4t-ab/karlskoga/-/5565620340,[],556562-0340,37239,Karlskoga Stadsnät AB,1998-11-14,Aktiebolag,3,"Skrantahöjdsvägen 38, 691 46 Karlskoga","Box 42, 691 21 Karlskoga",Karlskoga,5 000Tkr,['61100 Trådbunden och trådlös telekommunikation samt telekommunikation via satellit'],Bolaget har till föremål för sin verksamhet att äga och till- handahålla tjänster i ett nät för data- och telekommunikation. Bolagets ändamål är att med god teknisk praxis och med iakttag- ande av kommunal lokaliserings- och likställighetsprincip svara för att ge invånarna tillgång till den service och de möjligheter som data- och telekommunikationsnätet innebär samt i övrigt verka allmänt näringsbefrämjande.,Sebastian Cabander,,
Öskebohytte Entreprenad Aktiebolag,https://www.allabolag.se/foretag/%C3%B6skebohytte-entreprenad-aktiebolag/nora/-/5564146800,[],556414-6800,36972,Öskebohytte Entreprenad Aktiebolag,1990-12-20,Aktiebolag,16,"Öskebohyttan 137, 713 94 Nora","Öskebohyttan 137, 713 94 Nora",Nora,100Tkr,"['02200 Drivning', '01199 Odling av övriga ett- och tvååriga växter']","Bolaget skall bedriva jord- och skogsbruk, skogskörslor, entreprenadverksamhet inom byggnad- och anläggningsbranschen, handel med fastigheter samt därmed förenlig verksamhet.",,070-570 56 30,
Däckson i Karlskoga Aktiebolag,https://www.allabolag.se/foretag/d%C3%A4ckson-i-karlskoga-aktiebolag/karlskoga/-/5567010490,[],556701-0490,36887,Däckson i Karlskoga Aktiebolag,2006-03-31,Aktiebolag,13,"Maskinvägen 2, 691 37 Karlskoga","Maskinvägen 2, 691 37 Karlskoga",Karlskoga,150Tkr,"['95313 Däckservice', '95320 Reparation och underhåll av motorcyklar']","Föremålet för bolagets verksamhet ska vara att bedriva verkstadsrörelse, ävensom handel med däck och övriga tillbehör inom bil- branschen samt därmed förenlig verksamhet.",Johan Gunnar Övelius,0586-340 90,
Anitram AB,https://www.allabolag.se/foretag/anitram-ab/hallsberg/-/5569765703,[],556976-5703,36878,Anitram AB,2014-07-02,Aktiebolag,4,"Samzeliigatan, 694 91 Hallsberg","c/o Pranjkovic, Höjdgatan 22, 591 36 Motala",Motala,50Tkr,['47300 Detaljhandel med drivmedel'],Bolaget ska bedriva bensinstation och konsultverksamhet inom ekonomi och företagsrådgivning och därmed förenlig verksamhet.,,,
Bäcklunda fastigheter i Örebro AB,https://www.allabolag.se/foretag/b%C3%A4cklunda-fastigheter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567021513,[],556702-1513,36792,Bäcklunda fastigheter i Örebro AB,2006-04-18,Aktiebolag,0,Örebro,"Box 22094, 702 03 Örebro",Örebro,100Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],"Bolaget skall äga, förvalta och hyra ut fastigheter samt idka därmed förenlig verksamhet.",,,
Sjömans Service & Transport AB,https://www.allabolag.se/foretag/sj%C3%B6mans-service-transport-ab/mullhyttan/-/5592291586,[],559229-1586,36787,Sjömans Service & Transport AB,2019-11-30,Aktiebolag,5,"Mullersätter Nyhem, 716 94 Mullhyttan","Mullersätter Nyhem, 716 94 Mullhyttan",Mullhyttan,50Tkr,"['33120 Reparation och underhåll av maskiner', '49410 Vägtransport, godstrafik', '49330 Passagerartrafik på beställning, fordon med förare', '79120 Researrangemang']",Bolaget ska utföra reparationer av maskiner och fordon samt utför gods- och persontransporter. Bolaget ska även sälja tjänster inom transport samt därmed förenlig verksamhet. Bolaget ska även handla med värdepapper.,,,
Småföretagarnas Medlemstjänst AB,https://www.allabolag.se/foretag/sm%C3%A5f%C3%B6retagarnas-medlemstj%C3%A4nst-ab/%C3%B6rebro/-/5568200926,[],556820-0926,36597,Småföretagarnas Medlemstjänst AB,2010-09-29,Aktiebolag,1,"Radiatorvägen 14, 702 27 Örebro","Box 9076, 700 09 Örebro",Örebro,50Tkr,['82200 Callcenterverksamhet'],"Aktiebolaget ska bedriva konsultation och försäljning inom administration och information åt en medlemsorganisation, samt därmed förenlig verksamhet.",Karl Niklas Falk,020-038 03 70,
Tony's Gräv AB,https://www.allabolag.se/foretag/tonys-gr%C3%A4v-ab/%C3%B6rebro/-/5567170294,[],556717-0294,36533,Tony's Gräv AB,2006-12-06,Aktiebolag,16,"Asplundavägen 10, 702 30 Örebro","Asplundavägen 10, 702 30 Örebro",Örebro,100Tkr,['41000 Byggande av bostadshus och andra byggnader'],"Bolaget skall bedriva maskin- och entreprenadarbeten, äga och förvalta fastigheter och värdepapper och därmed förenlig verksamhet.",,,
Falls Plåtslageri AB,https://www.allabolag.se/foretag/falls-pl%C3%A5tslageri-ab/kumla/-/5565865739,[],556586-5739,36505,Falls Plåtslageri AB,2000-02-24,Aktiebolag,20,"Ymergatan 2 b, 692 35 Kumla","Ymergatan 2 b, 692 35 Kumla",Kumla,200Tkr,['43411 Takarbeten av plåt'],"Bolaget skall bedriva plåtslageri, byggverksamhet, äga och förvalta fast egendom, idka handel med värdepapper ävensom idka därmed förenlig verksamhet.",,019-57 30 55,
Nordic Safety Systems AB,https://www.allabolag.se/foretag/nordic-safety-systems-ab/%C3%B6rebro/-/5568704869,[],556870-4869,36427,Nordic Safety Systems AB,2011-11-03,Aktiebolag,3,"Argongatan 89, 703 74 Örebro","Argongatan 89, 703 74 Örebro",Örebro,50Tkr,"['46160 Provisionshandel med textilier, kläder, pälsvaror, skodon och lädervaror']","Bolaget tillhandahåller konsulting, försäljning, distribution och service av personlig säkerhetsutrustning för professionella användare samt därmed förenlig verksamhet.",,070-522 07 77,
JEV Eltjänst AB,https://www.allabolag.se/foretag/jev-eltj%C3%A4nst-ab/kumla/-/5569095598,[],556909-5598,36367,JEV Eltjänst AB,2012-11-07,Aktiebolag,29,"Stenevägen 13, 692 35 Kumla","Stenevägen 13, 692 35 Kumla",Kumla,50Tkr,['43210 Elinstallationer'],"Aktiebolagt ska bedriva elinstallationer, försäljning av elmateriel samt därmed förenlig verksamhet.",,,
Cell Impact AB (publ),https://www.allabolag.se/foretag/cell-impact-ab-publ/karlskoga/-/5565766655,[],556576-6655,36354,Cell Impact AB (publ),1999-10-01,Publikt aktiebolag,50,"Källmossvägen 7 a, 691 52 Karlskoga","Källmossvägen 7 a, 691 52 Karlskoga",Karlskoga,58 917Tkr,"['27110 Tillverkning av elmotorer, generatorer och transformatorer']","Bolaget skall utveckla, tillverka och marknadsföra flödesplatter för användning primärt inom bränslecells- och vätgasindustrin samt brediva därmed förenlig verksamhet.",Per Olof Daniel Vallin,0586-673 40,
Nya Framtec AB,https://www.allabolag.se/foretag/nya-framtec-ab/nora/-/5568216534,[],556821-6534,36344,Nya Framtec AB,2010-10-19,Aktiebolag,4,"Stensnäsvägen 10, 713 32 Nora","Stensnäsvägen 10, 713 32 Nora",Nora,100Tkr,['46620 Partihandel med verktygsmaskiner'],Bolaget ska bedriva försäljning och konstruktion av maskiner till sågverksindustrin och därmed förenlig verksamhet.,Per Gunnar Ekman,0587-808 70,
Nytida Christinagården AB,https://www.allabolag.se/foretag/nytida-christinag%C3%A5rden-ab/lindesberg/-/5562886803,[],556288-6803,36232,Nytida Christinagården AB,1987-01-23,Aktiebolag,30,"Djupadalsgatan 2, 711 34 Lindesberg","c/o Ambea AB, Box 1565, 171 29 Solna",Solna,100Tkr,['87201 Boende med särskild service för personer med psykisk funktionsnedsättning'],"Bolaget har till föremål för sin verksamhet att direkt eller via dotterbolag, bedriva vård- och omsorgsrörelse, äga och förvalta fast och lös egendom och värdepapper samt bedriva annan därmed förenlig verksamhet.",Lars Johan Fredrik von Malmborg,0581-107 70,
Henrik Franzéns Livs Aktiebolag,https://www.allabolag.se/foretag/henrik-franz%C3%A9ns-livs-aktiebolag/glanshammar/-/5566699806,[],556669-9806,36209,Henrik Franzéns Livs Aktiebolag,2004-11-04,Aktiebolag,9,"Eldvallagatan 2, 703 85 Glanshammar","Eldvallagatan 2, 703 85 Glanshammar",Glanshammar,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,Erik Henrik Franzén,,
Burbage Maskin Aktiebolag,https://www.allabolag.se/foretag/burbage-maskin-aktiebolag/askersund/-/5563612554,"[""info@burbagemaskin.se"", ""info@burbagemaskin.se""]",556361-2554,36117,Burbage Maskin Aktiebolag,1989-06-02,Aktiebolag,8,"Åkervägen 18, 69632 ASKERSUND","Åkervägen 18, 69632 ASKERSUND",ASKERSUND,250Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget skall bedriva handel med maskiner, verktyg och utrustningar för i huvudsak trä-, plast- och verkstadsindustri och utföra service, installationer och maskindemonteringar samt därmed förenlig verksamhet.",Carina Margareta Stenånger,0583-77 08 90,https://www.burbagemaskin.se
Markservice i Hallsberg Aktiebolag,https://www.allabolag.se/foretag/markservice-i-hallsberg-aktiebolag/hallsberg/-/5563224343,"[""info@markserviceab.se"", ""info@markserviceab.se""]",556322-4343,36113,Markservice i Hallsberg Aktiebolag,1988-03-25,Aktiebolag,17,"Ralav. 7, 694 32 Hallsberg","Ralavägen 7, 694 32 Hallsberg",Hallsberg,250Tkr,['43120 Mark- och grundarbeten'],"Bolaget skall utföra mark- och anläggningsarbeten, ävensom idka därmed förenlig verksamhet.",Lars David Wessman,0582-140 90,http://www.markserviceab.se
BIK Karlskoga AB,https://www.allabolag.se/foretag/bik-karlskoga-ab/karlskoga/-/5591903108,[],559190-3108,36028,BIK Karlskoga AB,2019-01-09,Aktiebolag,35,"Nobelhallen, 691 33 Karlskoga","Nobelhallen, 691 33 Karlskoga",Karlskoga,50Tkr,"['93120 Sportklubbars och idrottsföreningars verksamhet', '56110 Restaurangverksamhet']","Bolaget ska bedriva elitishockeyverksamhet, restaurang- och pubverksamhet, uthyrning av loger, konferensverksamhet samt därmed förenlig verksamhet.",Torsten Christer Yngvesson,,
Taxi Hallsberg AB,https://www.allabolag.se/foretag/taxi-hallsberg-ab/hallsberg/-/5590008743,[],559000-8743,35982,Taxi Hallsberg AB,2015-01-19,Aktiebolag,4,"Stationsplan 1, 694 31 Hallsberg","Stationsplan 1, 694 31 Hallsberg",Hallsberg,70Tkr,['52320 Förmedling avseende passagerartransport'],"Bolaget skall upphandla, förmedla och försälja såväl person- transporter som godstransporter, äga och hyra ut eller medverka vid finansiering av utrustning för taxiverksamhet ävensom idka därmed förenlig verksamhet.",,,
Nordlo Närke AB,https://www.allabolag.se/foretag/nordlo-n%C3%A4rke-ab/%C3%B6rebro/-/5567604946,[],556760-4946,35956,Nordlo Närke AB,2008-06-30,Aktiebolag,12,"Boställsvägen 7, 702 27 Örebro","Boställsvägen 7, 702 27 Örebro",Örebro,140Tkr,['62201 Datakonsultverksamhet'],"Bolaget ska bedriva konsultverksamhet inom IT, IT-driftsystemlösningar och kommunikationslösningar samt data- och informationsteknologi, förvaltning av värdepapper samt därmed förenlig verksamhet.",Erik Mathias Ljungsten,019-12 10 60,
Admit Ekonomi AB,https://www.allabolag.se/foretag/admit-ekonomi-ab/%C3%B6rebro/-/5565711735,[],556571-1735,35951,Admit Ekonomi AB,1999-05-20,Aktiebolag,33,"Rudbecksgatan 52 g, 702 23 Örebro","Box 1631, 701 16 Örebro",Örebro,200Tkr,['69201 Redovisning och bokföring; skatterådgivning'],"Bolaget skall bedriva verksamhet inom området redovisning, administration och ekonomistyrning samt därmed förenlig verksamhet.",Anders Henrik Andersson,019-19 47 50,
